trial,Omega,tail_ess,bulk_ess
LILLY_H9X_MC_GBDE,Omega.5.2,2902.96853160395,2956.49127934156
LILLY_H9X_MC_GBDG,Omega.5.2,2804.74546800348,3102.1580730654
RCHNA25220,Omega.5.2,3017.57256719657,2794.3689744401
RCHWA19924,Omega.5.2,2907.7032914577,3151.57027901954
TKASYR322_305,Omega.5.2,2808.54833675531,3068.62597448178
TKASYR322_402,Omega.5.2,3028.16797212692,3254.65913069917
GSK101468_169,Omega.5.2,2833.5882601374,2771.64886822052
GSK101468_204,Omega.5.2,2731.39147934372,3115.80428792042
GSK101468_205,Omega.5.2,2905.03408920326,3070.95779382605
GSK101468_249,Omega.5.2,2867.95374132953,2631.03242931486
GSK200109,Omega.5.2,2975.6312978392,2809.77631490158
GSK200110,Omega.5.2,2943.30476308759,3100.92543146949
GSK201315,Omega.5.2,2731.02957846643,2641.48265105131
GSKAC4116135,Omega.5.2,3032.39495703829,2813.70745180781
GSKAVA102670_v02,Omega.5.2,2831.59598642517,2983.9224282566
GSKAVA102672_v02,Omega.5.2,2855.75145886057,2855.61581773835
GSKAVA105640_v02,Omega.5.2,3031.33302290716,3077.73363100551
GSKB2C112060,Omega.5.2,2830.25595923432,3074.08229441131
GSKCOR103561,Omega.5.2,2857.14187450921,2917.7748704421
GSKDB2113360_v02,Omega.5.2,2831.6833172521,2977.41002143507
GSKFFA112059,Omega.5.2,2742.41105579446,3063.55320857952
GSKFFA115285,Omega.5.2,2983.77163058256,2480.77926716565
GSKHGS1006_C1056_v05,Omega.5.2,3031.28073134282,2488.4972709089
GSKHGS1006_C1057_v03,Omega.5.2,2904.79990884475,3153.46588099749
GSKMEA115588,Omega.5.2,2947.97843139278,2916.87120175488
GSKROR104836,Omega.5.2,2919.00451915068,3245.57511994598
GAL-ALZ-302,Omega.5.2,2926.36904946237,2869.86582376602
C0168T29,Omega.5.2,2732.10124730902,2613.29963932464
Gal-Int-11_24m,Omega.5.2,2950.862138214,2746.72930399845
Gal-Int-18_24m,Omega.5.2,2828.52699040898,2893.24414086829
C0524T05,Omega.5.2,3073.343145305,2977.18362547019
C0524T06,Omega.5.2,2859.07583151296,2914.10815814305
C0524T09,Omega.5.2,2909.32332610563,3006.00793918134
C0524T08,Omega.5.2,2829.49300511818,2824.57048659012
C0743T08,Omega.5.2,2776.99123394702,2939.28152321233
C0524T11,Omega.5.2,2833.46696268941,2829.79885324125
C0743T09,Omega.5.2,2945.28624632526,3126.93695749396
C0524T12,Omega.5.2,2862.86996568756,2689.40000612828
DIA3009,Omega.5.2,2943.61079251479,2910.91022553395
ART3001,Omega.5.2,2806.98993069927,2990.75974464091
CNTO1275PSA3001,Omega.5.2,2909.89547940315,2883.97940040945
CNTO1275PSA3002,Omega.5.2,3074.50708411275,3172.2763169309
DIA3005,Omega.5.2,2745.15672951224,2870.88592173402
DIA3002,Omega.5.2,2865.06233829588,2810.86378510045
DIA3010,Omega.5.2,2980.93538727589,3026.23379617039
DIA3006,Omega.5.2,2941.6182974056,3283.53437173508
DIA3012,Omega.5.2,2947.8495335485,3031.6180614212
DIA3015,Omega.5.2,3016.49160481786,2984.51914068844
28431754DIA3014,Omega.5.2,2978.05045365145,3013.77202803718
28431754DIA3011,Omega.5.2,2560.87387423619,2945.58164781108
BI107_210,Omega.6.2,2907.92121289764,3011.00214556529
BI1245_36,Omega.6.2,2778.41820278582,2923.56425772389
BI1276_1,Omega.6.2,2924.08702272609,2780.66976542942
BI244_2484,Omega.6.2,2728.41131029209,2938.33992157668
BI248_524,Omega.6.2,2831.28081786608,2635.46770007298
BI248_525,Omega.6.2,3115.14162325263,3157.40568622298
BI248_622,Omega.6.2,2792.98079384186,3072.44991216746
BI248_629,Omega.6.2,2806.28668359427,2963.77074895886
BI502_254,Omega.6.2,2876.05271402611,3130.25028368151
BI502_256,Omega.6.2,3029.94198797125,2995.87917757577
BI502_316,Omega.6.2,2696.88781895051,2489.27700897719
BI502_317,Omega.6.2,2872.76675645724,2666.65890012959
BI502_327,Omega.6.2,2753.43399956507,2927.74360819973
BI502_376,Omega.6.2,3030.91744651656,2731.3021192118
BI502_391,Omega.6.2,3117.69417326804,2817.03015643392
BI502_392,Omega.6.2,2978.00623935946,3162.20023903339
BI502_396,Omega.6.2,2789.70272697585,2558.68610802036
BI502_397,Omega.6.2,2832.55708377108,2896.95051805856
BI502_413,Omega.6.2,2684.53006262958,2612.23019750456
BI502_550,Omega.6.2,2989.45453932211,2687.84659051595
LILLY_B3D_MC_GHAC,Omega.6.2,2836.72303078016,2972.97719829778
LILLY_B3D_US_GHBZ,Omega.6.2,2634.10594747051,2774.04054424783
LILLY_H6D_MC_LVGY,Omega.6.2,2901.03580153137,2876.58720671421
LILLY_H6D_MC_LVHB,Omega.6.2,2865.39235937973,2894.27882133669
LILLY_H6D_MC_LVHG,Omega.6.2,3032.04910981533,2797.12697305201
LILLY_H6D_MC_LVHJ,Omega.6.2,3011.47048086332,2974.02108320309
LILLY_H6D_MC_LVHR,Omega.6.2,2730.54669721567,2819.36974252067
LILLY_H6D_MC_LVHS,Omega.6.2,2607.27416895605,2995.66277615558
LILLY_H6D_MC_LVID,Omega.6.2,2741.10420962997,2878.89924737456
LILLY_H9X_MC_GBCF,Omega.6.2,2757.70337939673,3023.26225524028
LILLY_H9X_MC_GBDA,Omega.6.2,3032.46414061013,2965.80765163951
LILLY_H9X_MC_GBDB,Omega.6.2,2925.22370002884,2924.69952928808
LILLY_H9X_MC_GBDC,Omega.6.2,2768.83707335207,2983.45070410865
LILLY_H9X_MC_GBDD,Omega.6.2,2752.71942823979,2763.76111947667
LILLY_H9X_MC_GBDE,Omega.6.2,2753.92697415323,2886.75321716017
LILLY_H9X_MC_GBDG,Omega.6.2,2603.67939244761,2436.01284264492
RCHNA25220,Omega.6.2,2641.14215819849,3134.41540643205
RCHWA19924,Omega.6.2,2989.00055002273,2988.89951571685
TKASYR322_305,Omega.6.2,2687.11402900604,3004.70856228465
TKASYR322_402,Omega.6.2,2737.72194969732,2847.01655342804
GSK101468_169,Omega.6.2,2648.4073660337,3052.09660923744
GSK101468_204,Omega.6.2,2943.8038245956,2879.65315674675
GSK101468_205,Omega.6.2,2869.93107499739,3091.43767662266
GSK101468_249,Omega.6.2,3003.98616514348,2980.78747561467
GSK200109,Omega.6.2,2780.21692518836,3027.81497545028
GSK200110,Omega.6.2,3077.27658208073,2816.03896976628
GSK201315,Omega.6.2,2898.57964320808,2822.16981017184
GSKAC4116135,Omega.6.2,2920.01704849544,3009.9719651681
GSKAVA102670_v02,Omega.6.2,2408.25921300477,2962.92661507191
GSKAVA102672_v02,Omega.6.2,2964.10178971092,2908.74783857335
GSKAVA105640_v02,Omega.6.2,3121.92495461547,3136.96655355025
GSKB2C112060,Omega.6.2,2572.10833952093,2905.1329908387
GSKCOR103561,Omega.6.2,2943.25662131165,3029.17066273971
GSKDB2113360_v02,Omega.6.2,2909.32332610563,3140.59850514909
GSKFFA112059,Omega.6.2,2870.67089916262,2976.85916802694
GSKFFA115285,Omega.6.2,2964.7297950726,2956.99566419525
GSKHGS1006_C1056_v05,Omega.6.2,2865.23335064948,3166.79336469376
GSKHGS1006_C1057_v03,Omega.6.2,2922.44359271529,2900.08607483326
GSKMEA115588,Omega.6.2,3072.9793150884,2835.18749090166
GSKROR104836,Omega.6.2,2988.10622696755,3113.89393680976
GAL-ALZ-302,Omega.6.2,2866.98215259036,2978.79801429953
C0168T29,Omega.6.2,2897.0469874227,3143.98536910842
Gal-Int-11_24m,Omega.6.2,2988.11541109067,2990.87779036303
Gal-Int-18_24m,Omega.6.2,2868.84729988246,2946.33786710725
C0524T05,Omega.6.2,2747.54843978048,2903.81423704449
C0524T06,Omega.6.2,2972.73775666697,2993.41030451878
C0524T09,Omega.6.2,2646.63331060072,3018.78887917599
C0524T08,Omega.6.2,2992.24702200997,2872.2155175827
C0743T08,Omega.6.2,2681.69925782949,2913.89344259725
C0524T11,Omega.6.2,2948.36522730217,2965.40239967119
C0743T09,Omega.6.2,2704.84257618389,2907.05718712066
C0524T12,Omega.6.2,2694.44773974462,2949.83856334028
DIA3009,Omega.6.2,2811.47627204882,3069.64340086915
ART3001,Omega.6.2,2790.22674173365,2723.3715032224
CNTO1275PSA3001,Omega.6.2,3024.36485328058,2967.72672544676
CNTO1275PSA3002,Omega.6.2,2945.04137282526,2946.11671598682
DIA3005,Omega.6.2,2841.7068225605,2842.04996918819
DIA3002,Omega.6.2,2987.24742430783,2984.69656686574
DIA3010,Omega.6.2,2786.51411967874,2498.78849071374
DIA3006,Omega.6.2,2680.56821155075,2854.50920319879
DIA3012,Omega.6.2,3031.09198122714,3025.82735694333
DIA3015,Omega.6.2,2697.68303778473,2814.91848294755
28431754DIA3014,Omega.6.2,2869.99132158334,2848.2304236955
28431754DIA3011,Omega.6.2,2947.26970428207,3108.99054553139
BI107_210,Omega.1.3,2609.35548141561,3135.7874050666
BI1245_36,Omega.1.3,3028.66060995478,2988.90320372044
BI1276_1,Omega.1.3,2780.56886612614,3188.04802016425
BI244_2484,Omega.1.3,2986.74474271069,3047.8622670529
BI248_524,Omega.1.3,2960.23706073364,3089.3275367617
BI248_525,Omega.1.3,2826.87265425303,2911.70473437748
BI248_622,Omega.1.3,2829.26611137422,3078.71896617965
BI248_629,Omega.1.3,2592.0280940775,3024.88141712577
BI502_254,Omega.1.3,2884.22298243081,3060.21928295257
BI502_256,Omega.1.3,2753.61606866374,2915.10251012086
BI502_316,Omega.1.3,3004.13624540372,2799.23786584538
BI502_317,Omega.1.3,2918.23411110935,3050.23105150982
BI502_327,Omega.1.3,3042.63864525646,2993.68622232335
BI502_376,Omega.1.3,2982.79336624836,2905.64078864375
BI502_391,Omega.1.3,2847.76228782706,2995.29434661643
BI502_392,Omega.1.3,2406.72092696905,2505.25378262042
BI502_396,Omega.1.3,2889.37193316232,2777.38056011969
BI502_397,Omega.1.3,2795.4998847292,3193.58493047273
BI502_413,Omega.1.3,3059.35582224713,3114.4030427337
BI502_550,Omega.1.3,2830.59441400392,2851.06146019066
LILLY_B3D_MC_GHAC,Omega.1.3,2848.39040406203,3087.39358984182
LILLY_B3D_US_GHBZ,Omega.1.3,2885.96882032567,2905.4987927477
LILLY_H6D_MC_LVGY,Omega.1.3,2592.21259403959,2933.63636143798
LILLY_H6D_MC_LVHB,Omega.1.3,2990.85737492967,3111.15353816566
LILLY_H6D_MC_LVHG,Omega.1.3,2811.78152934406,3076.90624365619
LILLY_H6D_MC_LVHJ,Omega.1.3,2902.67142981119,2848.40623072858
LILLY_H6D_MC_LVHR,Omega.1.3,2873.88891046125,3153.64313785538
LILLY_H6D_MC_LVHS,Omega.1.3,2904.6951241245,2655.11769761823
LILLY_H6D_MC_LVID,Omega.1.3,2759.23847538297,2930.15049002093
LILLY_H9X_MC_GBCF,Omega.1.3,2938.29241445236,2967.82738931883
LILLY_H9X_MC_GBDA,Omega.1.3,3028.94177334538,3070.63358275795
LILLY_H9X_MC_GBDB,Omega.1.3,2732.64890366463,2980.85295988254
LILLY_H9X_MC_GBDC,Omega.1.3,2908.41950605022,2983.97900971347
LILLY_H9X_MC_GBDD,Omega.1.3,2863.6494153974,2977.94957784995
LILLY_H9X_MC_GBDE,Omega.1.3,2826.12286484884,3067.96640936623
LILLY_H9X_MC_GBDG,Omega.1.3,2908.88689232334,2999.39242175036
RCHNA25220,Omega.1.3,2574.66032611625,2850.04683888873
RCHWA19924,Omega.1.3,3120.14151433144,3108.88692523311
TKASYR322_305,Omega.1.3,2921.18674819225,2981.79683365406
TKASYR322_402,Omega.1.3,2810.48268619679,2810.54855330821
GSK101468_169,Omega.1.3,2977.92362626004,3055.18148724162
GSK101468_204,Omega.1.3,2631.7328325254,2853.98722457566
GSK101468_205,Omega.1.3,2904.53346343117,3073.54735733028
GSK101468_249,Omega.1.3,2854.15100254701,2916.90443846807
GSK200109,Omega.1.3,2752.99975350885,3124.8607996927
GSK200110,Omega.1.3,2904.88111699318,3196.11629481773
GSK201315,Omega.1.3,2777.16032905436,2640.81985051363
GSKAC4116135,Omega.1.3,2947.91398033829,2961.79525953588
GSKAVA102670_v02,Omega.1.3,2946.23292569089,2882.88673786737
GSKAVA102672_v02,Omega.1.3,2811.09035784732,2868.25502253006
GSKAVA105640_v02,Omega.1.3,2944.2121054418,3063.87955075934
GSKB2C112060,Omega.1.3,2801.47483040131,3116.39033429984
GSKCOR103561,Omega.1.3,2632.78232417125,2925.58166608236
GSKDB2113360_v02,Omega.1.3,2598.2138948267,2810.69792555073
GSKFFA112059,Omega.1.3,2928.88822477344,3112.72236402702
GSKFFA115285,Omega.1.3,2898.0746227529,2934.46266681923
GSKHGS1006_C1056_v05,Omega.1.3,2845.48594458291,3029.65787467332
GSKHGS1006_C1057_v03,Omega.1.3,3018.14884273928,2946.68215489523
GSKMEA115588,Omega.1.3,2749.2332780828,2897.23657304885
GSKROR104836,Omega.1.3,2769.71194494361,2726.06736348357
GAL-ALZ-302,Omega.1.3,3030.39068023404,3174.64111404321
C0168T29,Omega.1.3,2847.56913814291,2949.21655650961
Gal-Int-11_24m,Omega.1.3,2664.70671078373,3140.69944260826
Gal-Int-18_24m,Omega.1.3,2920.10913885728,2807.44299957699
C0524T05,Omega.1.3,2856.78619477819,3017.7899808481
C0524T06,Omega.1.3,2827.62917119183,2725.59973914933
C0524T09,Omega.1.3,2866.29362714763,3024.12543821789
C0524T08,Omega.1.3,2863.27513224425,2784.6466435092
C0743T08,Omega.1.3,2949.78479410734,3117.88276893199
C0524T11,Omega.1.3,2794.3886274552,2912.88081692945
C0743T09,Omega.1.3,2698.75481025646,3022.25925574765
C0524T12,Omega.1.3,2865.99303419952,2854.69169631139
DIA3009,Omega.1.3,2757.74351321533,3185.63641868153
ART3001,Omega.1.3,2869.29872013961,2993.6482638354
CNTO1275PSA3001,Omega.1.3,2796.04361300158,2747.02606122426
CNTO1275PSA3002,Omega.1.3,2896.34884859362,2946.54408612376
DIA3005,Omega.1.3,2863.60849710989,2982.73797327345
DIA3002,Omega.1.3,2579.07788703462,2878.45012382444
DIA3010,Omega.1.3,2945.6949263569,2861.80072779653
DIA3006,Omega.1.3,2757.54183336341,2912.3560135925
DIA3012,Omega.1.3,2871.40474770273,2831.08201054515
DIA3015,Omega.1.3,2893.42192545361,3023.95735286098
28431754DIA3014,Omega.1.3,2990.95042379886,3143.00046323432
28431754DIA3011,Omega.1.3,2908.60643309175,2998.1059301314
BI107_210,Omega.2.3,2671.9504617373,2642.8312033285
BI1245_36,Omega.2.3,3014.77621472917,3045.99286101398
BI1276_1,Omega.2.3,2713.5592760594,2725.49639955967
BI244_2484,Omega.2.3,2866.25864818267,3028.56955466184
BI248_524,Omega.2.3,2880.64312144964,2986.14943370097
BI248_525,Omega.2.3,3029.33272809241,2983.27605337662
BI248_622,Omega.2.3,2790.72687586819,2797.74894391104
BI248_629,Omega.2.3,2463.30686390086,3040.9404573155
BI502_254,Omega.2.3,2863.77688902055,1430.13514359177
BI502_256,Omega.2.3,2923.5804489968,3095.56094648423
BI502_316,Omega.2.3,2957.6305374911,3133.64089493577
BI502_317,Omega.2.3,3031.09286636619,3041.17023264555
BI502_327,Omega.2.3,2603.69093399129,2599.49333336185
BI502_376,Omega.2.3,2678.50029641974,2040.59077577598
BI502_391,Omega.2.3,2904.96805731453,2860.67175515286
BI502_392,Omega.2.3,2933.30539952974,821.475254996586
BI502_396,Omega.2.3,2820.4826066229,3130.46441691305
BI502_397,Omega.2.3,2667.30737802682,3153.04166588179
BI502_413,Omega.2.3,2861.20852408423,2944.98908611266
BI502_550,Omega.2.3,2867.46430294056,2708.47133577405
LILLY_B3D_MC_GHAC,Omega.2.3,2949.04248988517,3043.9390780667
LILLY_B3D_US_GHBZ,Omega.2.3,2730.53990639518,2750.38747794991
LILLY_H6D_MC_LVGY,Omega.2.3,2909.13625862199,3273.8165934383
LILLY_H6D_MC_LVHB,Omega.2.3,2819.36652066833,2944.68717189436
LILLY_H6D_MC_LVHG,Omega.2.3,3031.3232136336,3188.59388992403
LILLY_H6D_MC_LVHJ,Omega.2.3,2883.28478434981,2986.30998263349
LILLY_H6D_MC_LVHR,Omega.2.3,2812.05996846106,3024.67416721902
LILLY_H6D_MC_LVHS,Omega.2.3,2867.91505524302,2995.01476124482
LILLY_H6D_MC_LVID,Omega.2.3,3011.10218570158,2693.58168604755
LILLY_H9X_MC_GBCF,Omega.2.3,3076.48741655937,3116.80912525233
LILLY_H9X_MC_GBDA,Omega.2.3,2670.90419223294,2787.90564793519
LILLY_H9X_MC_GBDB,Omega.2.3,2986.26773470593,3233.77675310673
LILLY_H9X_MC_GBDC,Omega.2.3,2825.38271978619,3066.98613151678
LILLY_H9X_MC_GBDD,Omega.2.3,2855.42645728518,2914.93001882048
LILLY_H9X_MC_GBDE,Omega.2.3,3022.83559540615,3059.65741285796
LILLY_H9X_MC_GBDG,Omega.2.3,2827.49681512886,3096.76757699974
RCHNA25220,Omega.2.3,2879.1592176019,2995.84682666922
RCHWA19924,Omega.2.3,3031.77251677161,3052.07259406113
TKASYR322_305,Omega.2.3,2948.30075065058,2978.22479927965
TKASYR322_402,Omega.2.3,2962.00858206544,3026.26902130931
GSK101468_169,Omega.2.3,2924.68119377271,2987.12264081682
GSK101468_204,Omega.2.3,2822.95776134314,2951.42273245417
GSK101468_205,Omega.2.3,3117.14273666773,2981.80078764841
GSK101468_249,Omega.2.3,2902.68584581086,2898.64071746911
GSK200109,Omega.2.3,2707.73010663942,3180.83588461386
GSK200110,Omega.2.3,2698.90379154696,2999.11721716229
GSK201315,Omega.2.3,2594.85134057148,2678.21755287878
GSKAC4116135,Omega.2.3,2670.3155431249,3147.52979963335
GSKAVA102670_v02,Omega.2.3,2902.69358918004,2892.1433796994
GSKAVA102672_v02,Omega.2.3,2931.87043704733,2793.80848518803
GSKAVA105640_v02,Omega.2.3,2741.52597995457,2967.65567044151
GSKB2C112060,Omega.2.3,2907.09354046566,2725.90636905424
GSKCOR103561,Omega.2.3,3109.66997615435,2965.67443163392
GSKDB2113360_v02,Omega.2.3,2828.54464503046,2880.05984083138
GSKFFA112059,Omega.2.3,2814.10914093502,2873.68392858563
GSKFFA115285,Omega.2.3,2869.28129390962,3112.71676494754
GSKHGS1006_C1056_v05,Omega.2.3,2896.5201358338,2925.70022145303
GSKHGS1006_C1057_v03,Omega.2.3,2878.00343305066,3074.92629748327
GSKMEA115588,Omega.2.3,3073.47974654909,3241.70669908956
GSKROR104836,Omega.2.3,2832.29486629799,2942.88104548472
GAL-ALZ-302,Omega.2.3,2941.48053691755,2886.02378093176
C0168T29,Omega.2.3,2813.04539252973,3009.06010756588
Gal-Int-11_24m,Omega.2.3,2903.26818346597,2893.10981461476
Gal-Int-18_24m,Omega.2.3,2947.91783997729,3037.98049306376
C0524T05,Omega.2.3,3028.4594318997,3022.58022172134
C0524T06,Omega.2.3,2682.22832949234,3271.35516696261
C0524T09,Omega.2.3,2659.97085919924,3022.19502889494
C0524T08,Omega.2.3,2934.26641020435,2797.98145183657
C0743T08,Omega.2.3,2502.62248290979,2914.9862364255
C0524T11,Omega.2.3,2863.90695774167,3068.15128598494
C0743T09,Omega.2.3,2925.36795885338,2890.72554235488
C0524T12,Omega.2.3,2819.506158257,2969.34491460261
DIA3009,Omega.2.3,2886.79471595175,2992.77173154781
ART3001,Omega.2.3,2806.95597888172,2930.09314662586
CNTO1275PSA3001,Omega.2.3,2988.62045634698,3137.228387172
CNTO1275PSA3002,Omega.2.3,2902.87563541148,2922.75709747797
DIA3005,Omega.2.3,2966.05286078961,3109.01113772953
DIA3002,Omega.2.3,2608.56374844441,2827.98498483351
DIA3010,Omega.2.3,2780.11383349632,2829.09256069879
DIA3006,Omega.2.3,2885.15093591342,2865.58853271074
DIA3012,Omega.2.3,2835.35478005173,2767.17902512266
DIA3015,Omega.2.3,2830.11263543392,2919.15362133659
28431754DIA3014,Omega.2.3,2908.51296499393,3037.28868198522
28431754DIA3011,Omega.2.3,2930.64683095916,2807.50180105795
BI107_210,Omega.3.3,NA,2989.33206756772
BI1245_36,Omega.3.3,2810.8797707869,2848.35724055232
BI1276_1,Omega.3.3,2762.22312220464,2910.73904157511
BI244_2484,Omega.3.3,NA,2840.72805786809
BI248_524,Omega.3.3,NA,2865.97974811408
BI248_525,Omega.3.3,NA,3164.41409388385
BI248_622,Omega.3.3,NA,2941.23413585873
BI248_629,Omega.3.3,NA,2790.27376021721
BI502_254,Omega.3.3,3045.4137923665,2913.04413606218
BI502_256,Omega.3.3,2954.99353103905,2993.33880293312
BI502_316,Omega.3.3,NA,2978.40562189083
BI502_317,Omega.3.3,NA,3081.21843649458
BI502_327,Omega.3.3,3035.39734076373,3184.35800461001
BI502_376,Omega.3.3,NA,2853.6857313173
BI502_391,Omega.3.3,2917.28882608727,3105.61008240636
BI502_392,Omega.3.3,3029.43862684709,2842.10950188579
BI502_396,Omega.3.3,NA,2932.00505855835
BI502_397,Omega.3.3,NA,2915.32205773947
BI502_413,Omega.3.3,NA,3061.44196629028
BI502_550,Omega.3.3,3047.90889753832,3166.34843464202
LILLY_B3D_MC_GHAC,Omega.3.3,NA,3198.92273038816
LILLY_B3D_US_GHBZ,Omega.3.3,NA,2871.48611115187
LILLY_H6D_MC_LVGY,Omega.3.3,NA,2834.90013624725
LILLY_H6D_MC_LVHB,Omega.3.3,NA,2919.53678069224
LILLY_H6D_MC_LVHG,Omega.3.3,NA,3091.51959467492
LILLY_H6D_MC_LVHJ,Omega.3.3,3050.36242248492,3118.60098901485
LILLY_H6D_MC_LVHR,Omega.3.3,3115.02398706326,3201.18852275674
LILLY_H6D_MC_LVHS,Omega.3.3,NA,2914.13435205437
LILLY_H6D_MC_LVID,Omega.3.3,NA,2855.44015440125
LILLY_H9X_MC_GBCF,Omega.3.3,3008.78041584663,2990.92511579928
LILLY_H9X_MC_GBDA,Omega.3.3,NA,2943.76402934332
LILLY_H9X_MC_GBDB,Omega.3.3,NA,NA
LILLY_H9X_MC_GBDC,Omega.3.3,3014.49951346613,3084.46658903303
LILLY_H9X_MC_GBDD,Omega.3.3,3075.14147221411,2999.01164152807
LILLY_H9X_MC_GBDE,Omega.3.3,3039.80830053685,2943.22479221117
LILLY_H9X_MC_GBDG,Omega.3.3,3040.25920202274,3054.1357825968
RCHNA25220,Omega.3.3,NA,3015.53581380544
RCHWA19924,Omega.3.3,NA,2950.37004195029
TKASYR322_305,Omega.3.3,2891.43282109186,2866.19920689974
TKASYR322_402,Omega.3.3,NA,2896.15751990019
GSK101468_169,Omega.3.3,NA,2988.93559357595
GSK101468_204,Omega.3.3,NA,2691.21847928206
GSK101468_205,Omega.3.3,NA,3022.01952297975
GSK101468_249,Omega.3.3,NA,2790.04620418598
GSK200109,Omega.3.3,NA,2867.30910008825
GSK200110,Omega.3.3,NA,2727.3640261205
GSK201315,Omega.3.3,NA,2921.67972975025
GSKAC4116135,Omega.3.3,NA,3027.28653063562
GSKAVA102670_v02,Omega.3.3,NA,2897.20643359951
GSKAVA102672_v02,Omega.3.3,NA,3116.4785801963
GSKAVA105640_v02,Omega.3.3,NA,2991.74080182355
GSKB2C112060,Omega.3.3,NA,NA
GSKCOR103561,Omega.3.3,3027.79611570745,2995.79961806305
GSKDB2113360_v02,Omega.3.3,NA,2974.82075946243
GSKFFA112059,Omega.3.3,NA,NA
GSKFFA115285,Omega.3.3,NA,NA
GSKHGS1006_C1056_v05,Omega.3.3,NA,3051.19460393548
GSKHGS1006_C1057_v03,Omega.3.3,NA,3048.39140649342
GSKMEA115588,Omega.3.3,NA,3034.57542740811
GSKROR104836,Omega.3.3,NA,2448.58852380661
GAL-ALZ-302,Omega.3.3,NA,NA
C0168T29,Omega.3.3,NA,NA
Gal-Int-11_24m,Omega.3.3,NA,NA
Gal-Int-18_24m,Omega.3.3,NA,NA
C0524T05,Omega.3.3,NA,NA
C0524T06,Omega.3.3,NA,NA
C0524T09,Omega.3.3,NA,NA
C0524T08,Omega.3.3,NA,NA
C0743T08,Omega.3.3,NA,NA
C0524T11,Omega.3.3,NA,NA
C0743T09,Omega.3.3,NA,NA
C0524T12,Omega.3.3,NA,NA
DIA3009,Omega.3.3,NA,NA
ART3001,Omega.3.3,NA,NA
CNTO1275PSA3001,Omega.3.3,NA,NA
CNTO1275PSA3002,Omega.3.3,NA,NA
DIA3005,Omega.3.3,NA,NA
DIA3002,Omega.3.3,NA,NA
DIA3010,Omega.3.3,NA,NA
DIA3006,Omega.3.3,NA,NA
DIA3012,Omega.3.3,NA,NA
DIA3015,Omega.3.3,NA,NA
28431754DIA3014,Omega.3.3,NA,NA
28431754DIA3011,Omega.3.3,NA,NA
BI107_210,Omega.4.3,2894.91565984344,2829.33297048534
BI1245_36,Omega.4.3,2847.67275017508,2638.98562594126
BI1276_1,Omega.4.3,2946.7545902113,2912.47679303684
BI244_2484,Omega.4.3,2793.49932899674,2330.39152806221
BI248_524,Omega.4.3,2869.02784181955,3070.09682310051
BI248_525,Omega.4.3,2865.86497635524,2284.70336115392
BI248_622,Omega.4.3,2835.62006878015,3045.73062707966
BI248_629,Omega.4.3,2949.6879397538,3016.06609807146
BI502_254,Omega.4.3,2772.25795352161,2349.97043474942
BI502_256,Omega.4.3,3164.25749262129,2925.36309521875
BI502_316,Omega.4.3,2764.18906789658,3029.93088481156
BI502_317,Omega.4.3,2949.26834872214,2864.60259062611
BI502_327,Omega.4.3,2876.92488473583,2953.89416499923
BI502_376,Omega.4.3,3024.82768702415,3072.52931230538
BI502_391,Omega.4.3,2806.26516109012,3093.65214553623
BI502_392,Omega.4.3,3008.22353675999,3119.66710583699
BI502_396,Omega.4.3,2801.44508395935,2546.16652691771
BI502_397,Omega.4.3,2244.67499743804,2954.46608866486
BI502_413,Omega.4.3,2863.02312243366,2863.6009208873
BI502_550,Omega.4.3,2700.99395089583,2877.29371752435
LILLY_B3D_MC_GHAC,Omega.4.3,2990.3895432937,3103.83239887843
LILLY_B3D_US_GHBZ,Omega.4.3,2832.61138559466,3049.85623335998
LILLY_H6D_MC_LVGY,Omega.4.3,2828.54464503046,3120.10976305032
LILLY_H6D_MC_LVHB,Omega.4.3,2919.22257214408,3117.35398978248
LILLY_H6D_MC_LVHG,Omega.4.3,2862.43965446499,3106.0778889748
LILLY_H6D_MC_LVHJ,Omega.4.3,2964.82774571413,2915.61518613906
LILLY_H6D_MC_LVHR,Omega.4.3,2763.39317693146,3007.67181058692
LILLY_H6D_MC_LVHS,Omega.4.3,2920.7110381087,2900.1892435738
LILLY_H6D_MC_LVID,Omega.4.3,3042.22440457268,3049.66431132331
LILLY_H9X_MC_GBCF,Omega.4.3,2472.73086483282,1534.59349644503
LILLY_H9X_MC_GBDA,Omega.4.3,2836.34530159212,2451.76749631681
LILLY_H9X_MC_GBDB,Omega.4.3,2555.91878203646,2831.47172333218
LILLY_H9X_MC_GBDC,Omega.4.3,2844.00191306644,2980.34897168307
LILLY_H9X_MC_GBDD,Omega.4.3,2798.98409773758,2601.84349486689
LILLY_H9X_MC_GBDE,Omega.4.3,2942.91968809568,2881.15082512511
LILLY_H9X_MC_GBDG,Omega.4.3,2465.52797291998,2712.71913847683
RCHNA25220,Omega.4.3,2833.76328096491,2861.21774210252
RCHWA19924,Omega.4.3,2985.72945182959,3138.08068325958
TKASYR322_305,Omega.4.3,2777.91195942181,654.906041828361
TKASYR322_402,Omega.4.3,106.449286177988,80.1597314175442
GSK101468_169,Omega.4.3,2939.05436965331,2838.50931271254
GSK101468_204,Omega.4.3,2857.38251442354,2954.76665049769
GSK101468_205,Omega.4.3,2893.25031783236,3003.15959991419
GSK101468_249,Omega.4.3,2726.16074995399,2688.32868750665
GSK200109,Omega.4.3,2897.39739354296,3118.89754168359
