index_condition,n,term1,term2,data_type,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
Pulmonary fibrosis,1370,2,4,pseudo,-6.655e-02,7.391e-04,4.257e-02,-1.507e-01,-9.526e-02,-6.706e-02,-3.793e-02,1.831e-02,3317.6,1
Pulmonary fibrosis,1370,2,5,actual,3.102e-01,7.381e-04,4.205e-02,2.247e-01,2.825e-01,3.105e-01,3.389e-01,3.887e-01,3246.2,1
Pulmonary fibrosis,1370,2,5,pseudo,3.249e-01,8.210e-04,4.254e-02,2.409e-01,2.968e-01,3.242e-01,3.536e-01,4.078e-01,2684.5,1
Pulmonary fibrosis,1370,2,6,actual,1.210e-01,6.974e-04,4.594e-02,3.008e-02,9.010e-02,1.213e-01,1.523e-01,2.106e-01,4339.1,1
Pulmonary fibrosis,1370,2,6,pseudo,1.279e-01,7.629e-04,4.660e-02,3.611e-02,9.716e-02,1.286e-01,1.594e-01,2.167e-01,3732.2,1
Pulmonary fibrosis,1370,3,4,actual,6.454e-02,5.929e-04,4.267e-02,-1.674e-02,3.466e-02,6.417e-02,9.385e-02,1.490e-01,5178.7,1
Pulmonary fibrosis,1370,3,4,pseudo,6.643e-02,6.740e-04,4.185e-02,-1.458e-02,3.732e-02,6.707e-02,9.448e-02,1.483e-01,3856.1,1
Pulmonary fibrosis,1370,3,5,actual,-4.260e-02,6.146e-04,4.300e-02,-1.276e-01,-7.103e-02,-4.328e-02,-1.430e-02,4.132e-02,4893.6,1
Pulmonary fibrosis,1370,3,5,pseudo,-4.822e-02,6.730e-04,4.298e-02,-1.329e-01,-7.693e-02,-4.730e-02,-1.837e-02,3.468e-02,4078.7,1
Pulmonary fibrosis,1370,3,6,actual,-2.619e-02,6.349e-04,4.617e-02,-1.157e-01,-5.872e-02,-2.565e-02,4.978e-03,6.317e-02,5289.2,1
Pulmonary fibrosis,1370,3,6,pseudo,-2.470e-02,7.484e-04,4.560e-02,-1.152e-01,-5.518e-02,-2.555e-02,6.392e-03,6.230e-02,3712.7,1
Pulmonary fibrosis,1370,4,5,actual,-4.359e-01,6.014e-04,3.881e-02,-5.085e-01,-4.624e-01,-4.373e-01,-4.105e-01,-3.565e-01,4164.7,1
Pulmonary fibrosis,1370,4,5,pseudo,-4.341e-01,6.883e-04,3.863e-02,-5.067e-01,-4.607e-01,-4.350e-01,-4.079e-01,-3.562e-01,3149.3,1
Pulmonary fibrosis,1370,4,6,actual,2.253e-01,6.390e-04,4.275e-02,1.447e-01,1.953e-01,2.255e-01,2.546e-01,3.084e-01,4476.4,1
Pulmonary fibrosis,1370,4,6,pseudo,2.270e-01,7.300e-04,4.388e-02,1.412e-01,1.979e-01,2.273e-01,2.568e-01,3.133e-01,3612.2,1
Pulmonary fibrosis,1370,5,6,actual,-6.116e-02,6.868e-04,4.665e-02,-1.502e-01,-9.351e-02,-6.075e-02,-3.025e-02,3.112e-02,4613,1
Pulmonary fibrosis,1370,5,6,pseudo,-5.956e-02,7.774e-04,4.721e-02,-1.529e-01,-9.113e-02,-5.979e-02,-2.822e-02,3.101e-02,3687.5,1
Systemic Lupus Erythematosus,884,1,2,actual,-5.868e-02,1.006e-03,5.536e-02,-1.648e-01,-9.656e-02,-5.933e-02,-2.195e-02,5.178e-02,3029.2,1
Systemic Lupus Erythematosus,884,1,2,pseudo,-4.635e-02,8.782e-04,5.498e-02,-1.540e-01,-8.422e-02,-4.633e-02,-8.942e-03,6.286e-02,3919,1
Systemic Lupus Erythematosus,884,1,3,actual,2.118e-01,1.089e-03,5.354e-02,1.080e-01,1.760e-01,2.125e-01,2.482e-01,3.154e-01,2419,1
Systemic Lupus Erythematosus,884,1,3,pseudo,2.206e-01,1.011e-03,5.241e-02,1.181e-01,1.834e-01,2.209e-01,2.576e-01,3.224e-01,2688.3,1
Systemic Lupus Erythematosus,884,1,4,actual,1.870e-01,1.106e-03,5.516e-02,7.908e-02,1.503e-01,1.874e-01,2.247e-01,2.956e-01,2486.4,1
Systemic Lupus Erythematosus,884,1,4,pseudo,1.920e-01,1.027e-03,5.600e-02,7.841e-02,1.556e-01,1.931e-01,2.294e-01,2.956e-01,2975.3,1
Systemic Lupus Erythematosus,884,1,5,actual,-1.037e-03,1.301e-03,5.879e-02,-1.171e-01,-4.122e-02,-2.146e-04,3.856e-02,1.130e-01,2043.4,1
Systemic Lupus Erythematosus,884,1,5,pseudo,-2.456e-02,1.096e-03,5.773e-02,-1.392e-01,-6.408e-02,-2.363e-02,1.473e-02,8.806e-02,2775.5,1
Systemic Lupus Erythematosus,884,1,6,actual,2.375e-03,1.064e-03,5.903e-02,-1.147e-01,-3.741e-02,2.380e-03,4.203e-02,1.178e-01,3080.7,1
Systemic Lupus Erythematosus,884,1,6,pseudo,5.952e-03,1.020e-03,6.004e-02,-1.104e-01,-3.551e-02,5.330e-03,4.716e-02,1.213e-01,3466.9,1
Systemic Lupus Erythematosus,884,2,3,actual,1.299e-01,1.039e-03,5.340e-02,2.404e-02,9.363e-02,1.308e-01,1.672e-01,2.328e-01,2642.2,1
Systemic Lupus Erythematosus,884,2,3,pseudo,1.207e-01,8.774e-04,5.194e-02,1.587e-02,8.698e-02,1.207e-01,1.558e-01,2.205e-01,3504.3,1
Systemic Lupus Erythematosus,884,2,4,actual,-7.820e-03,1.023e-03,5.606e-02,-1.148e-01,-4.517e-02,-6.816e-03,3.005e-02,1.002e-01,3002.3,1
Systemic Lupus Erythematosus,884,2,4,pseudo,-1.008e-02,8.956e-04,5.414e-02,-1.205e-01,-4.618e-02,-9.988e-03,2.670e-02,9.445e-02,3653.7,1
Systemic Lupus Erythematosus,884,2,5,actual,-1.982e-02,1.184e-03,5.782e-02,-1.343e-01,-6.013e-02,-1.878e-02,2.035e-02,9.171e-02,2384.3,1
Systemic Lupus Erythematosus,884,2,5,pseudo,-2.146e-02,1.083e-03,5.761e-02,-1.320e-01,-6.059e-02,-2.113e-02,1.673e-02,9.285e-02,2829.2,1
Systemic Lupus Erythematosus,884,2,6,actual,-6.297e-02,1.065e-03,5.994e-02,-1.776e-01,-1.036e-01,-6.350e-02,-2.225e-02,5.326e-02,3168.7,1
Systemic Lupus Erythematosus,884,2,6,pseudo,-4.652e-02,9.309e-04,5.755e-02,-1.608e-01,-8.418e-02,-4.646e-02,-8.399e-03,6.736e-02,3822.5,1
Systemic Lupus Erythematosus,884,3,4,actual,4.004e-02,9.099e-04,5.417e-02,-6.766e-02,4.374e-03,4.082e-02,7.819e-02,1.427e-01,3544.7,1
Systemic Lupus Erythematosus,884,3,4,pseudo,4.066e-02,9.043e-04,5.467e-02,-6.786e-02,3.683e-03,4.112e-02,7.699e-02,1.455e-01,3654.7,1
Systemic Lupus Erythematosus,884,3,5,actual,-6.337e-01,8.425e-04,4.067e-02,-7.090e-01,-6.623e-01,-6.343e-01,-6.070e-01,-5.493e-01,2330.8,1
Systemic Lupus Erythematosus,884,3,5,pseudo,-6.388e-01,7.390e-04,4.052e-02,-7.145e-01,-6.666e-01,-6.401e-01,-6.125e-01,-5.554e-01,3007.1,1
Systemic Lupus Erythematosus,884,3,6,actual,6.267e-02,1.006e-03,5.662e-02,-4.939e-02,2.510e-02,6.316e-02,1.013e-01,1.714e-01,3167.8,1
Systemic Lupus Erythematosus,884,3,6,pseudo,5.993e-02,9.867e-04,5.720e-02,-5.346e-02,2.132e-02,6.077e-02,9.871e-02,1.738e-01,3360.4,1
Systemic Lupus Erythematosus,884,4,5,actual,-5.259e-02,8.422e-04,5.705e-02,-1.621e-01,-9.110e-02,-5.139e-02,-1.424e-02,5.817e-02,4587.7,1
Systemic Lupus Erythematosus,884,4,5,pseudo,-5.496e-02,8.687e-04,5.780e-02,-1.653e-01,-9.357e-02,-5.487e-02,-1.709e-02,6.297e-02,4427,1
Systemic Lupus Erythematosus,884,4,6,actual,1.849e-01,1.032e-03,5.619e-02,7.139e-02,1.476e-01,1.851e-01,2.237e-01,2.938e-01,2964.5,1
Systemic Lupus Erythematosus,884,4,6,pseudo,1.826e-01,9.149e-04,5.626e-02,6.956e-02,1.444e-01,1.816e-01,2.217e-01,2.926e-01,3781.6,1
Systemic Lupus Erythematosus,884,5,6,actual,-6.711e-02,1.079e-03,6.060e-02,-1.819e-01,-1.082e-01,-6.726e-02,-2.595e-02,5.298e-02,3155.1,1
Systemic Lupus Erythematosus,884,5,6,pseudo,-7.536e-02,1.095e-03,6.253e-02,-1.985e-01,-1.181e-01,-7.506e-02,-3.266e-02,4.416e-02,3261.3,1
Thromboembolism,8023,1,2,actual,-1.635e-01,3.988e-04,2.021e-02,-2.040e-01,-1.769e-01,-1.634e-01,-1.499e-01,-1.235e-01,2567.4,1
Thromboembolism,8023,1,2,pseudo,-1.514e-01,4.374e-04,2.018e-02,-1.904e-01,-1.654e-01,-1.511e-01,-1.379e-01,-1.119e-01,2129.8,1
Thromboembolism,8023,1,3,actual,2.530e-01,3.486e-04,1.913e-02,2.151e-01,2.404e-01,2.530e-01,2.659e-01,2.912e-01,3011.2,1
Thromboembolism,8023,1,3,pseudo,2.519e-01,3.876e-04,1.911e-02,2.138e-01,2.388e-01,2.522e-01,2.647e-01,2.890e-01,2431,1
Thromboembolism,8023,1,4,actual,3.169e-02,3.405e-04,1.977e-02,-6.554e-03,1.817e-02,3.161e-02,4.537e-02,7.070e-02,3370.3,1
Thromboembolism,8023,1,4,pseudo,3.261e-02,3.808e-04,1.961e-02,-5.560e-03,1.948e-02,3.256e-02,4.593e-02,7.084e-02,2651.6,1
Thromboembolism,8023,1,5,actual,1.286e-01,3.722e-04,2.001e-02,8.838e-02,1.158e-01,1.284e-01,1.417e-01,1.686e-01,2890.2,1
Thromboembolism,8023,1,5,pseudo,1.253e-01,4.190e-04,2.041e-02,8.427e-02,1.118e-01,1.253e-01,1.390e-01,1.646e-01,2374.4,1
Thromboembolism,8023,1,6,actual,-5.261e-03,4.562e-03,3.671e-01,-6.943e-01,-2.744e-01,-8.881e-03,2.754e-01,6.814e-01,6477.8,1
Thromboembolism,8023,1,6,pseudo,-4.911e-03,4.805e-03,3.794e-01,-7.054e-01,-2.843e-01,-2.616e-03,2.857e-01,7.120e-01,6236.1,1
Thromboembolism,8023,2,3,actual,1.524e-01,3.548e-04,2.016e-02,1.124e-01,1.389e-01,1.525e-01,1.659e-01,1.913e-01,3227,1
Thromboembolism,8023,2,3,pseudo,1.479e-01,3.571e-04,1.938e-02,1.089e-01,1.351e-01,1.481e-01,1.609e-01,1.858e-01,2944,1
Thromboembolism,8023,2,4,actual,-9.643e-02,3.552e-04,2.033e-02,-1.344e-01,-1.103e-01,-9.671e-02,-8.276e-02,-5.610e-02,3274.2,1
Thromboembolism,8023,2,4,pseudo,-1.013e-01,3.938e-04,1.993e-02,-1.405e-01,-1.144e-01,-1.011e-01,-8.809e-02,-6.175e-02,2562.9,1
Thromboembolism,8023,2,5,actual,-1.007e-01,3.403e-04,1.986e-02,-1.396e-01,-1.143e-01,-1.007e-01,-8.704e-02,-6.141e-02,3405.7,1
Thromboembolism,8023,2,5,pseudo,-9.745e-02,3.744e-04,2.049e-02,-1.373e-01,-1.114e-01,-9.765e-02,-8.417e-02,-5.718e-02,2997,1
Thromboembolism,8023,2,6,actual,-1.454e-02,4.613e-03,3.712e-01,-6.940e-01,-2.914e-01,-1.977e-02,2.644e-01,6.929e-01,6474.3,1
Thromboembolism,8023,2,6,pseudo,3.825e-03,4.851e-03,3.693e-01,-6.770e-01,-2.740e-01,5.491e-03,2.778e-01,6.796e-01,5795.3,1
Thromboembolism,8023,3,4,actual,-6.078e-03,3.671e-04,1.952e-02,-4.463e-02,-1.905e-02,-5.949e-03,7.176e-03,3.177e-02,2826.5,1
Thromboembolism,8023,3,4,pseudo,-6.588e-03,4.121e-04,1.949e-02,-4.519e-02,-1.955e-02,-6.575e-03,6.421e-03,3.211e-02,2237.3,1
Thromboembolism,8023,3,5,actual,3.984e-03,3.453e-04,2.001e-02,-3.495e-02,-9.542e-03,4.038e-03,1.736e-02,4.380e-02,3357.6,1
Thromboembolism,8023,3,5,pseudo,5.310e-03,3.655e-04,1.970e-02,-3.373e-02,-7.694e-03,5.118e-03,1.845e-02,4.398e-02,2903.8,1
Thromboembolism,8023,3,6,actual,3.750e-03,4.818e-03,3.703e-01,-6.795e-01,-2.739e-01,4.137e-03,2.790e-01,6.940e-01,5905.8,1
Thromboembolism,8023,3,6,pseudo,1.192e-02,4.892e-03,3.876e-01,-7.018e-01,-2.732e-01,8.650e-03,2.973e-01,7.257e-01,6278.7,1
Thromboembolism,8023,4,5,actual,9.069e-02,3.346e-04,1.966e-02,5.122e-02,7.745e-02,9.097e-02,1.039e-01,1.282e-01,3454,1
Thromboembolism,8023,4,5,pseudo,9.160e-02,3.797e-04,2.003e-02,5.201e-02,7.811e-02,9.208e-02,1.053e-01,1.298e-01,2782.2,1
Thromboembolism,8023,4,6,actual,3.460e-03,4.791e-03,3.832e-01,-7.189e-01,-2.778e-01,9.662e-03,2.860e-01,6.950e-01,6397,1
Thromboembolism,8023,4,6,pseudo,3.388e-03,4.663e-03,3.796e-01,-7.157e-01,-2.687e-01,2.162e-03,2.809e-01,7.204e-01,6627.1,1
Thromboembolism,8023,5,6,actual,1.227e-02,4.823e-03,3.927e-01,-7.232e-01,-2.956e-01,1.743e-02,3.213e-01,7.381e-01,6627.8,1
Thromboembolism,8023,5,6,pseudo,-6.488e-03,4.884e-03,3.751e-01,-6.938e-01,-2.917e-01,2.118e-03,2.707e-01,6.843e-01,5897.2,1
