condition_sought,level_name,term,drug_defined_label
thrombo_embolic,llt_name,Thrombophlebitis deep,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis injection site,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis leg,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis leg deep,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis leg superficial,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis mesenteric vein,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombophlebitis migrans,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis multiple,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis multiple deep,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis multiple superfi,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis multiple superficial,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombophlebitis neonatal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis of the arm,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis of the leg,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis of vena cava,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis pelvic vein,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis retinal vein,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombophlebitis superficial,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombophlebitis vena cava,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosed haemorrhoids (NOS),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosed hemorrhoids (NOS),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosed piles external,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosed piles internal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombosed varicose vein,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosed vein penis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis and thrombophlebitis of unspecified site,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis arm,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis arterial,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis arterial (aorta & extremities),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis arterial arm,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis arterial leg,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis arterio-venous fistula,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis arteriovenous fistula,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis carotid,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis carotid artery,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis cerebellar arterial,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis cerebral,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis cerebral arterial,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis cerebral vein,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis coronary,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombosis corpora cavernosa,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis eye,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombosis in device,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis leg,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis mesenteric artery,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis mesenteric vein,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombosis mesenteric vessel,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis multiple,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis of intracranial veins,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis of leg deep venous,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis of leg superficial venous,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis of venous sinuses,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis portal vein,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombosis prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis prophylaxis in haemodialysis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis prophylaxis in hemodialysis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis pulmonary,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis pulmonary artery,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis retinal artery,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis retinal vein,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis vena cava inferior,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis venous,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis venous arm,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis venous deep,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombosis venous superficial,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombotic cerebral infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombotic microangiopathy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombotic microangiopathy NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombotic stroke,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thrombotic thrombocytopenic purpura,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombotic vascular disease,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombus,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Thrombus in catheter,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Thyroid infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,TIA,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tibial artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tibial artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tibial vein thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Totally implanted venous catheterisation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Totally implanted venous catheterization,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tracheal cannula obstruction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tracheobronchial stent occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient blindness,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient cerebral ischaemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient cerebral ischemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient hemiparesis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Transient ischaemic attack,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient ischaemic attacks,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient ischemic attack,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient ischemic attacks,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient paralysis of limb,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient partial visual loss,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient retinal arterial occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transient visual loss,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transjugular intrahepatic portosystemic shunt,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Transmural myocardial infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Transverse sinus thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Triple vessel bypass graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Trouser graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Truncus celiacus thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Truncus coeliacus thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,TTP,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tumor embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tumor embolus,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tumor thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Tumour embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Tumour embolus,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Tumour thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Ultrasonic angiogram abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Ultrasonic angiogram NOS abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Ultrasonic angiography abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Ultrasound Doppler abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Umbilical cord occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Umbilical cord thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Umbilical venous catheter placement,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Unilateral weakness of limbs,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Unspecified cerebrovascular disease,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Unspecified monoplegia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Unspecified thrombosed haemorrhoids,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Unspecified thrombosed hemorrhoids,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Unspecified transient cerebral ischaemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Unspecified transient cerebral ischemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Unspecified vascular insufficiency of intestine,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Upper limb paresis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Ureteral stent occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vaccination site thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vascular access operation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular access placement,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular access site thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vascular bypass graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vascular bypass graft NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular device occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular graft occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular graft thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vascular insufficiency of intestine,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Vascular insufficiency of intestine, unspecified","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular operation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular pseudoaneurysm thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vascular stent-graft occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vascular stent-graft reocclusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vascular stent-graft thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular stent insertion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular stent occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vascular stent thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vasodilation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vasodilation procedure,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vein thrombosis mesenteric,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vena cava embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vena cava filter insertion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vena cava filter removal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vena cava stent insertion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vena cava thromboembolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vena cava thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Vena cava thrombosis and embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venipuncture site thrombophlebitis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venipuncture site thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Veno-occlusive liver damage,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venogram abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venoocclusive disease,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venoocclusive disease NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venoocclusive liver disease,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venoocclusive syndrome of the liver,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous access device implantation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous angioplasty,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous Doppler abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Venous embolism and thrombosis, other","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous embolism NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous obstruction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous operation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous operation NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous phlebitis and thrombophlebitis deep,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous phlebitis and thrombophlebitis superficial,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous recanalisation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous recanalization,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous repair,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous stent insertion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thromboembolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thromboembolism prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombophlebitis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombophlebitis (limb),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombosis (limbs),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombosis deep (limbs),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombosis deep limb,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous thrombosis in pregnancy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous thrombosis limb,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Venous thrombosis neonatal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombosis NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombosis NOS (limbs),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombosis NOS limb,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombosis superficial (limbs),"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous thrombosis superficial limb,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Venous tributary (branch) occlusion of retina,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Ventricular thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vertebral artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vertebral artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vessel puncture site occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Vessel puncture site thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Visceral venous thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Visual acuity reduced transiently,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Visual midline shift syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Weakness left or right side,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,White clot syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Worsening of stroke,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thyroid_disorders,llt_name,Acquired hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Acquired hypothyroidism other,Thyroid disorders
thyroid_disorders,llt_name,Atrophy thyroid,Thyroid disorders
thyroid_disorders,llt_name,Autoimmune hyperthyroidism,Thyroid disorders
thyroid_disorders,pt_name,Autoimmune hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Autonomy of thyroid gland,Thyroid disorders
thyroid_disorders,pt_name,Basedow's disease,Thyroid disorders
thyroid_disorders,llt_name,Bulging eyes,Thyroid disorders
thyroid_disorders,pt_name,Congenital hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Constant exophthalmos,Thyroid disorders
thyroid_disorders,llt_name,Cretinism,Thyroid disorders
thyroid_disorders,llt_name,Crisis thyroid,Thyroid disorders
thyroid_disorders,llt_name,Disease Graves',Thyroid disorders
thyroid_disorders,llt_name,Endocrine exophthalmos,Thyroid disorders
thyroid_disorders,pt_name,Endocrine ophthalmopathy,Thyroid disorders
thyroid_disorders,llt_name,Exophthalmic goiter,Thyroid disorders
thyroid_disorders,llt_name,Exophthalmic goitre,Thyroid disorders
thyroid_disorders,llt_name,Exophthalmic thyrotoxicosis,Thyroid disorders
thyroid_disorders,pt_name,Exophthalmos,Thyroid disorders
thyroid_disorders,llt_name,Exophthalmos endocrine,Thyroid disorders
thyroid_disorders,llt_name,Exophthalmos NOS,Thyroid disorders
thyroid_disorders,llt_name,Exophthalmos thyrotoxic,Thyroid disorders
thyroid_disorders,llt_name,"Exophthalmos, unspecified",Thyroid disorders
thyroid_disorders,pt_name,Generalised resistance to thyroid hormone,Thyroid disorders
thyroid_disorders,llt_name,Generalized resistance to thyroid hormone,Thyroid disorders
thyroid_disorders,llt_name,Goiter exophthalmic,Thyroid disorders
thyroid_disorders,llt_name,Goitre exophthalmic,Thyroid disorders
thyroid_disorders,llt_name,Graves' disease,Thyroid disorders
thyroid_disorders,llt_name,Graves' ophthalmopathy,Thyroid disorders
thyroid_disorders,llt_name,Graves' ophthalmopathy worsened,Thyroid disorders
thyroid_disorders,llt_name,Graves-Basedow disease,Thyroid disorders
thyroid_disorders,llt_name,Hyperthyroid goiter,Thyroid disorders
thyroid_disorders,llt_name,Hyperthyroid goitre,Thyroid disorders
thyroid_disorders,llt_name,Hyperthyroidic goiter,Thyroid disorders
thyroid_disorders,llt_name,Hyperthyroidic goitre,Thyroid disorders
thyroid_disorders,pt_name,Hyperthyroidism,Thyroid disorders
thyroid_disorders,llt_name,Hyperthyroidism aggravated,Thyroid disorders
thyroid_disorders,llt_name,Hypothyreosis,Thyroid disorders
thyroid_disorders,llt_name,Hypothyroidic goiter,Thyroid disorders
thyroid_disorders,pt_name,Hypothyroidic goitre,Thyroid disorders
thyroid_disorders,pt_name,Hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Hypothyroidism congenital,Thyroid disorders
thyroid_disorders,llt_name,Hypothyroidism post ablative,Thyroid disorders
thyroid_disorders,llt_name,Hypothyroidism postoperative,Thyroid disorders
thyroid_disorders,pt_name,Inappropriate thyroid stimulating hormone secretion,Thyroid disorders
thyroid_disorders,llt_name,Intermittent exophthalmos,Thyroid disorders
thyroid_disorders,llt_name,Iodine hyperthyroidism,Thyroid disorders
thyroid_disorders,llt_name,Iodine hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Latent hyperthyroidism,Thyroid disorders
thyroid_disorders,llt_name,Latent hypothyroidism,Thyroid disorders
thyroid_disorders,pt_name,Malignant exophthalmos,Thyroid disorders
thyroid_disorders,pt_name,Marine Lenhart syndrome,Thyroid disorders
thyroid_disorders,llt_name,Myxedema,Thyroid disorders
thyroid_disorders,llt_name,Myxedema coma,Thyroid disorders
thyroid_disorders,llt_name,Myxedema juvenile,Thyroid disorders
thyroid_disorders,pt_name,Myxoedema,Thyroid disorders
thyroid_disorders,pt_name,Myxoedema coma,Thyroid disorders
thyroid_disorders,llt_name,Myxoedema juvenile,Thyroid disorders
thyroid_disorders,llt_name,Other exophthalmic conditions,Thyroid disorders
thyroid_disorders,llt_name,Other iatrogenic hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Other postablative hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Other specified acquired hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Pituitary hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Plummer's disease,Thyroid disorders
thyroid_disorders,pt_name,Post procedural hypothyroidism,Thyroid disorders
