llt_code,pt_name
10046865,Vaccinia virus infection
10046866,Red blood cell vacuolisation
10046867,Leukocyte vacuolisation
10046868,Vacuum extractor delivery
10046869,Presyncope
10046870,Biopsy vagina
10046871,Vaginal adenocarcinoma
10046872,Vaginal adenocarcinoma
10046873,Vaginal adenocarcinoma
10046874,Vaginal adenocarcinoma
10046875,Vaginal adenocarcinoma
10046876,Vaginal adenocarcinoma
10046877,Vaginal adenocarcinoma
10046878,Vaginal adenocarcinoma
10046879,Vaginal atresia
10046880,Biopsy vagina
10046881,Biopsy vagina abnormal
10046882,Biopsy vagina normal
10046883,Vaginal haemorrhage
10046884,Brachytherapy to vagina
10046885,Vaginal cancer
10046886,Vaginal cancer stage 0
10046887,Vaginal cancer metastatic
10046888,Vaginal cancer
10046889,Vaginal cancer recurrent
10046890,Vaginal cancer stage 0
10046891,Vaginal cancer stage I
10046892,Vaginal cancer stage II
10046893,Vaginal cancer stage III
10046894,Vaginal cancer stage IVA
10046895,Vaginal cancer stage IVB
10046897,Vulvovaginal candidiasis
10046898,Vulvovaginal candidiasis
10046899,Vaginoplasty
10046900,Vaginal cyst
10046901,Vaginal discharge
10046902,Vulvovaginal discomfort
10046903,Vaginal disorder
10046904,Vulvovaginal dryness
10046905,Vaginal dysplasia
10046906,Enterocele
10046907,Vaginal fistula repair
10046908,Sensation of foreign body
10046909,Vaginal haematoma
10046910,Vaginal haemorrhage
10046911,Vaginal haematoma
10046912,Vaginal haemorrhage
10046913,Hysterectomy
10046914,Vaginal infection
10046915,Vaginal infection
10046916,Vulvovaginal inflammation
10046917,Vaginal dysplasia
10046918,Vulvovaginal pruritus
10046919,Vaginal laceration
10046920,Vaginal operation
10046921,Vaginal leukoplakia
10046922,Vulvovaginal candidiasis
10046923,Vulvovaginal mycotic infection
10046924,Benign vaginal neoplasm
10046925,Vaginal cancer
10046926,Vaginal cancer metastatic
10046927,Vaginal cancer recurrent
10046928,Vaginal cancer stage 0
10046929,Vaginal cancer stage I
10046930,Vaginal cancer stage II
10046931,Vaginal cancer stage III
10046932,Vaginal cancer stage IVA
10046933,Vaginal cancer stage IVB
10046935,Vaginal odour
10046937,Vulvovaginal pain
10046938,Vulvovaginal pain
10046939,Vaginal polyp
10046940,Vaginal prolapse
10046941,Vaginoplasty
10046942,Vulvovaginal pain
10046943,Vaginal ulceration
10046944,Vaginal wall congestion
10046945,Vulvovaginal mycotic infection
10046946,Vulvovaginal mycotic infection
10046947,Genito-pelvic pain/penetration disorder
10046948,Dyspareunia
10046949,Genito-pelvic pain/penetration disorder
10046950,Vaginal infection
10046951,Vulvovaginitis
10046952,Vulvovaginitis
10046953,Vulvovaginitis
10046954,Atrophic vulvovaginitis
10046955,Atrophic vulvovaginitis
10046956,Bacterial vulvovaginitis
10046957,Vaginitis gardnerella
10046958,Vulvovaginitis trichomonal
10046959,Vaginal ulceration
10046960,Bacterial vaginosis
10046961,Bacterial vaginosis
10046962,Vulvovaginal mycotic infection
10046963,Vagotomy
10046964,Pyloroplasty
10046965,Cholinergic syndrome
10046966,Vagus nerve disorder
10046968,Vaginal dysplasia
10046969,Talipes
10046970,Wrist deformity
10046972,Cardiac valve disease
10046974,Prinzmetal angina
10046975,Migraine
10046976,Migraine
10046977,Migraine
10046978,Hair colour changes
10046979,Hair colour changes
10046980,Varicella
10046981,Varicella zoster pneumonia
10046982,Varicella
10046983,Varicella zoster virus infection
10046984,Varices oesophageal
10046985,Varicose vein
10046986,Varicocele
10046987,Varicocele repair
10046988,Varicocele ovarian
10046989,Varicocele repair
10046990,Varicocele utero-ovarian
10046991,Varicocele repair
10046992,Varicocele
10046993,Stasis dermatitis
10046994,Varicophlebitis
10046995,Varicose ulceration
10046996,Varicose vein
10046997,Sclerotherapy
10046998,Varicose vein operation
10046999,Varicose vein ruptured
10047000,Varicose vein ruptured
10047001,Varicose vein
10047003,Varicose ulceration
10047004,Varicose vein
10047005,Sclerotherapy
10047006,Venous ligation
10047008,Varicose vein
10047009,Varicose vein
10047010,Varicose vein
10047011,Varicose vein
10047012,Varicose vein
10047013,Varicose vein
10047014,Varicophlebitis
10047015,Varicose ulceration
10047016,Varicose ulceration
10047017,Varicose vein
10047018,Varicose vein
10047019,Varicose veins vulval
10047020,Varicose veins vulval
10047021,Varicose veins vulval
10047022,Varicose veins vulval
10047023,Varicose veins vulval
10047024,Varicose veins vulval
10047025,Varicose veins pelvic
10047026,Varicose vein operation
10047027,Varicose veins sublingual
10047028,Varicose veins vulval
10047029,Varicose vein
10047030,Porphyria acute
10047031,Smallpox
10047033,Talipes
10047034,Wrist deformity
10047035,Retinopathy
10047036,Vasa praevia
10047037,Vasa praevia
10047038,Vasa praevia
10047039,Vasa praevia
10047040,Vasa praevia
10047041,Vasa praevia
10047042,Conjunctival vascular disorder
10047045,Aneurysm
10047046,Aneurysm
10047048,Eyelid vascular disorder
10047049,Retinal anomaly congenital
10047050,Vascular malformation
10047051,Vascular malformation
10047052,Circulatory collapse
10047054,Vascular dementia
10047055,Vascular dementia
10047056,Vascular dementia
10047057,Vascular dementia
10047058,Vascular dementia
10047059,Angiopathy
10047062,Angiopathy
10047063,Peripheral vascular disorder
10047064,Retinal vascular disorder
10047068,Iris vascular disorder
10047069,Renal vessel disorder
10047070,Genital disorder male
10047071,Penile vascular disorder
10047072,Vascular skin disorder
10047073,Vascular fragility
10047074,Transplant rejection
10047076,Hamartoma vascular
10047077,Vascular headache
10047080,Vascular injury
10047081,Vascular injury
10047082,Mesenteric vascular insufficiency
10047083,Mesenteric vascular insufficiency
10047084,Umbilical cord vascular disorder
10047085,Umbilical cord vascular disorder
10047086,Umbilical cord vascular disorder
10047087,Umbilical cord vascular disorder
10047088,Umbilical cord vascular disorder
10047089,Congenital cerebrovascular anomaly
10047090,Vascular malformation
10047092,Spinal vascular disorder
10047093,Spinal vascular disorder
10047095,Vascular pain
10047097,Vascular purpura
10047098,Vascular resistance systemic
10047099,Vascular resistance systemic decreased
10047100,Vascular resistance systemic increased
10047101,Vascular resistance systemic
10047102,Vascular resistance systemic normal
10047103,Vascular resistance pulmonary decreased
10047104,Vascular resistance pulmonary normal
10047105,Vascular resistance systemic
10047106,Vascular resistance systemic decreased
10047107,Vascular resistance systemic increased
10047108,Vascular resistance systemic normal
10047109,Vascular skin disorder
10047111,Vasculitic rash
10047115,Vasculitis
10047117,Vasculitis
10047118,Hypersensitivity vasculitis
10047119,Vasculitis cerebral
10047120,Diffuse vasculitis
10047121,Henoch-Schonlein purpura
10047122,Renal vasculitis
10047123,Vasculitis
10047124,Vasculitis necrotising
10047125,Vasculitis necrotising
10047126,Hypersensitivity vasculitis
10047127,Nodular vasculitis
10047128,Vasculitis
10047129,Vasculitis
10047130,Pulmonary vasculitis
10047131,Retinal vasculitis
10047132,Vasculitis
10047133,Vasectomy
10047134,Vasectomy reversal
10047135,Vasectomy
10047136,Vasectomy repeat
10047137,Vasectomy reversal
10047138,Presyncope
10047139,Vasoconstriction
10047140,Vasoconstriction
10047141,Vasodilatation
10047142,Vasodilation procedure
10047143,Circulatory collapse
10047145,Vasomotor rhinitis
10047146,Blood antidiuretic hormone
10047147,Blood antidiuretic hormone abnormal
10047148,Blood antidiuretic hormone abnormal
10047149,Vasopressin challenge test
10047150,Vasopressin challenge test abnormal
10047151,Vasopressin challenge test normal
10047152,Blood antidiuretic hormone decreased
10047153,Vasopressin challenge test normal
10047154,Blood antidiuretic hormone increased
10047155,Blood antidiuretic hormone increased
10047156,Blood antidiuretic hormone decreased
10047157,Blood antidiuretic hormone normal
10047158,Vasopressin challenge test
10047159,Vasopressin challenge test abnormal
10047160,Vasopressin challenge test normal
10047161,Vasopressin challenge test normal
10047162,Vasopressin challenge test abnormal
10047163,Vasospasm
10047164,Cerebral vasoconstriction
10047165,Presyncope
10047166,Presyncope
10047167,Presyncope
10047168,Vasectomy reversal
10047169,Vital capacity
10047170,Vital capacity abnormal
10047171,Vital capacity decreased
10047172,Vital capacity normal
10047173,Sexually transmitted disease
10047174,Treponema test false positive
10047175,Ventricular extrasystoles
10047176,Vector-borne transmission of infection
10047177,Encephalitis venezuelan equine
10047178,Vegan
10047179,Vegetarian
10047180,Apallic syndrome
10047181,Road traffic accident
10047182,Vascular compression
10047183,Vein discolouration
10047184,Vein disorder
10047185,Vein disorder
10047186,Vasodilatation
10047187,Vascular pain
10047188,Mesenteric vein thrombosis
10047189,Varicose vein
10047190,Vein wall hypertrophy
10047191,Venous valve ruptured
10047192,Varicose vein ruptured
10047193,Vena cava embolism
10047194,Vena cava injury
10047195,Vena cava thrombosis
10047196,Vena cava embolism
10047198,Sexually transmitted disease
10047199,Sexually transmitted disease
10047200,Urethritis chlamydial
10047201,Urethritis
10047202,Anogenital warts
10047203,Venipuncture
10047204,Encephalitis venezuelan equine
10047205,Encephalitis venezuelan equine
10047206,Encephalitis venezuelan equine
10047207,Venoocclusive liver disease
10047208,Venogram
10047209,Venogram abnormal
10047210,Venogram normal
10047211,Venogram renal
10047212,Venogram renal abnormal
10047213,Venogram renal normal
10047214,Venogram
10047215,Venogram renal
10047216,Venoocclusive liver disease
10047217,Venoocclusive liver disease
10047218,Vasospasm
10047219,Peripheral venous disease
10047220,Peripheral venous disease
10047222,Vein disorder
10047223,Vein disorder
10047225,Embolism venous
10047226,Embolism venous
10047227,Retinal vascular disorder
10047228,Venous injury
10047229,Malformation venous
10047230,Venous occlusion
10047232,Deep vein thrombosis
10047233,Thrombophlebitis superficial
10047234,Venous pressure abnormal
10047235,Venous pressure decreased
10047236,Venous pressure increased
10047237,Venous pressure jugular
10047238,Venous pressure jugular abnormal
10047239,Venous pressure jugular decreased
10047240,Venous pressure jugular increased
10047241,Venous pressure jugular normal
10047242,Venous pressure decreased
10047243,Venous pressure increased
10047244,Venous pressure normal
10047245,Peripheral venous disease
10047246,Skin ulcer
10047247,Thrombophlebitis
10047248,Thrombophlebitis
10047249,Venous thrombosis
10047250,Venous thrombosis limb
10047251,Deep vein thrombosis
10047252,Deep vein thrombosis
10047253,Venous thrombosis
10047254,Venous thrombosis limb
10047255,Venous thrombosis limb
10047256,Thrombophlebitis superficial
10047257,Thrombophlebitis superficial
10047258,Retinal vein occlusion
10047259,Skin ulcer
10047260,Skin ulcer
10047261,Venous valve ruptured
10047262,Hypoventilation
10047263,Alveolitis allergic
10047264,Ventilation/perfusion scan
10047265,Ventilation/perfusion scan abnormal
10047266,Ventilation/perfusion scan normal
10047267,Respiratory failure
10047268,Vacuum extractor delivery
10047269,Incisional hernia gangrenous
10047270,"Incisional hernia, obstructive"
10047271,Incisional hernia
10047272,Abdominal hernia
10047273,Abdominal hernia repair
10047274,Abdominal hernia gangrenous
10047275,Abdominal hernia obstructive
10047276,Abdominal hernia obstructive
10047277,Abdominal hernia
10047278,Abdominal hernia repair
10047279,Ventricle rupture
10047280,Cardiac aneurysm
10047281,Ventricular arrhythmia
10047282,Ventricular arrhythmia
10047284,Ventricular asystole
10047285,Ventricular asystole
10047286,Ventricular cisternostomy
10047287,Ventricular extrasystoles
10047288,Ventricular extrasystoles
10047289,Ventricular extrasystoles
10047290,Ventricular fibrillation
10047291,Ventricular fibrillation
10047292,Ventricular fibrillation
10047293,Ventricular fibrillation
10047294,Ventricular flutter
10047295,Ventricular hypertrophy
10047296,Ventricular hypoplasia
10047297,Ventricular arrhythmia
10047298,Ventricular septal defect
10047299,Ventricular septal defect acquired
10047300,Ventricular septal defect
10047301,Ventricular septal defect repair
10047302,Ventricular tachycardia
10047303,CNS ventriculitis
10047304,Ventriculo-peritoneal shunt
10047305,Ventriculo-pleural shunt
10047306,Ventriculo-vascular shunt
10047307,Cardiac ventriculogram left
10047308,Cardiac ventriculogram left abnormal
10047309,Cardiac ventriculogram left normal
10047310,Hysteropexy
10047311,Visual evoked potentials abnormal
10047312,Visual evoked potentials normal
10047313,Verbigeration
10047314,Logorrhoea
10047315,Logorrhoea
10047316,Abnormal behaviour
10047317,Vernal keratoconjunctivitis
10047318,Vipoma
10047319,Vernet's syndrome
10047320,Skin papilloma
10047321,Skin papilloma
10047322,Skin papilloma
10047323,Squamous cell carcinoma of the oral cavity
10047324,Squamous cell carcinoma of the oral cavity
10047325,Squamous cell carcinoma of the oral cavity
10047326,Squamous cell carcinoma of the oral cavity
10047327,Squamous cell carcinoma of the oral cavity
10047328,Squamous cell carcinoma of the oral cavity
10047329,Squamous cell carcinoma of the oral cavity
10047330,Vertebral artery stenosis
10047331,Vertebrobasilar insufficiency
10047332,Spinal compression fracture
10047333,Spinal fracture
10047334,Vertebrobasilar insufficiency
10047335,Vertebrobasilar insufficiency
10047336,Heterophoria
10047337,Vertical infection transmission
10047338,Vertigo
10047339,Vertigo
10047340,Vertigo
10047341,Vertigo
10047342,Vertigo
10047343,Vertigo CNS origin
10047344,Vertigo labyrinthine
10047345,Vertigo
10047346,Vertigo
10047347,Vertigo CNS origin
10047348,Vertigo positional
10047349,Vertigo
10047350,Myeloid maturation arrest
10047351,Very low density lipoprotein
10047352,Very low density lipoprotein abnormal
10047353,Very low density lipoprotein
10047354,Very low density lipoprotein abnormal
10047355,Very low density lipoprotein decreased
10047356,Very low density lipoprotein increased
10047357,Very low density lipoprotein increased
10047358,Very low density lipoprotein decreased
10047359,Very low density lipoprotein normal
10047360,Very low density lipoprotein decreased
10047361,Very low density lipoprotein increased
10047362,Very low density lipoprotein normal
10047363,Vesical fistula
10047364,Vesical fistula
10047365,Urinary bladder rupture
10047366,Bladder spasm
10047367,Blister
10047368,Blister
10047369,Injection site vesicles
10047370,Vesicoureteric reflux
10047371,Vesicoureteric reflux
10047372,Vesicoureteric reflux
10047373,Reflux nephropathy
10047374,Reflux nephropathy
10047375,Reflux nephropathy
10047376,Rash vesicular
10047377,Rash vesicular
10047378,Dermatitis bullous
10047379,Dermatitis bullous
10047380,Rash pustular
10047381,Dermatitis bullous
10047382,Rash pustular
10047383,Vestibular disorder
10047384,Vestibular apparatus operation
10047385,Vestibular ataxia
10047386,Vestibular disorder
10047387,Vestibular disorder
10047388,Vestibular disorder
10047389,Vestibular function test
10047390,Vestibular function test abnormal
10047391,Vestibular function test normal
10047392,VIIIth nerve injury
10047393,Vestibular neuronitis
10047394,Nasal vestibulitis
10047395,Ventricular fibrillation
10047396,Urticaria vibratory
10047397,Cholera
10047398,Cholera
10047399,Gastroenteritis vibrio
10047401,Victim of child abuse
10047403,Victim of crime
10047404,Victim of elder abuse
10047405,Victim of spousal abuse
10047406,Biopsy lung
10047407,Biopsy pleura
10047409,VIIIth nerve injury
10047410,VIIIth nerve lesion
10047411,VIIth nerve injury
10047412,Facial nerve disorder
10047413,Synovitis
10047414,Synovitis
10047415,Synovitis
10047416,Synovitis
10047417,Synovitis
10047418,Synovitis
10047419,Synovitis
10047420,Synovitis
10047421,Synovitis
10047422,Synovitis
10047423,Synovitis
10047424,Necrotising ulcerative gingivostomatitis
10047425,Aggression
10047426,Violence-related symptom
10047427,Aggression
10047428,Aggression
10047429,Violence-related symptom
10047430,Vipoma
10047431,Viraemia
10047432,Viraemia
10047433,Viraemia
10047434,Viraemia
10047435,Viral infection
10047436,Arthritis viral
10047437,Conjunctivitis viral
10047439,Encephalitis viral
10047440,Encephalitis viral
10047441,Viral rash
10047442,Viral rash
10047443,Viral rash
10047444,Eye infection viral
10047445,Gastroenteritis viral
10047446,Hepatitis viral
10047447,Hepatitis A
10047448,Hepatitis A
10047449,Hepatitis A
10047450,Hepatitis B
10047451,Hepatitis B
10047452,Hepatitis B
10047453,Hepatitis B
10047454,Hepatitis B
10047455,Hepatitis B
10047456,Hepatitis B
10047457,Hepatitis C
10047458,Viral hepatitis carrier
10047459,Hepatitis viral
10047460,Hepatitis viral
10047461,Viral infection
10047462,Viral infection
10047463,Viral infection
10047466,Viral labyrinthitis
10047467,Laryngitis viral
10047469,Meningitis viral
10047470,Viral myocarditis
10047471,Eye infection viral
10047472,Viral pericarditis
10047473,Viral pharyngitis
10047474,Pneumonia viral
10047475,Pneumonia viral
10047476,Viral rash
10047477,Viral rash
10047478,Retinitis viral
10047479,Viral pharyngitis
10047480,Viral tonsillitis
10047481,Viral tracheitis
10047482,Viral upper respiratory tract infection
10047484,Skin papilloma
10047485,Skin papilloma
10047486,Virilism
10047487,Virilism foetal
10047488,Virilism
10047489,Hepatitis viral
10047491,Viral test positive
10047492,Viral test negative
10047493,Viral test positive
10047494,Viral test negative
10047495,Viral test negative
10047496,Viral test positive
10047497,Viral test negative
10047498,Viral test positive
10047499,Viral test negative
10047500,Viral test positive
10047501,Viral test negative
10047502,Viral test positive
10047503,Intestinal ischaemia
10047504,Visceral larva migrans
10047505,Visceral leishmaniasis
10047506,Abdominal transposition
10047507,Peristalsis visible
10047508,Visual impairment
10047509,Visual impairment
10047510,Visual impairment
10047511,Vision abnormal neonatal
10047512,Visual impairment
10047513,Vision blurred
10047514,Visual field defect
10047515,Chromatopsia
10047516,Visual impairment
10047517,Visual impairment
10047519,Diplopia
10047520,Halo vision
10047521,Blindness
10047522,Blindness
10047523,Night blindness
10047524,Visual field defect
10047525,Visual field defect
10047526,Tunnel vision
10047527,Xanthopsia
10047528,Accommodation disorder
10047529,Visual acuity reduced
10047530,Visual acuity reduced
10047531,Visual acuity reduced
10047532,Visual acuity reduced transiently
10047533,Visual acuity tests
10047534,Visual acuity tests abnormal
10047535,Visual acuity tests
10047536,Visual acuity tests
10047537,Visual acuity tests normal
10047539,Nystagmus
10047540,Ocular discomfort
10047542,Visual impairment
10047543,Visual impairment
10047544,Visual impairment
10047545,Visual impairment
10047546,Visual impairment
10047547,Visual evoked potentials
10047548,Visual evoked potentials abnormal
10047549,Visual evoked potentials abnormal
10047550,Visual evoked potentials normal
10047551,Visual field tests
10047552,Visual field tests abnormal
10047553,Visual field tests normal
10047554,Visual field defect
10047555,Visual field defect
10047556,Visual field defect
10047557,Visual field defect
10047558,Visual field defect
10047560,Visual field tests
10047561,Visual field tests abnormal
10047562,Visual field tests normal
10047563,Visual field tests
10047564,Visual field tests abnormal
10047565,Visual field tests normal
10047566,Visual field tests
10047567,Visual field tests abnormal
10047568,Visual field tests normal
10047569,Photopsia
10047570,"Hallucination, visual"
10047571,Visual impairment
10047572,Visual pathway disorder
10047574,Visual impairment
10047575,Audiogram
10047576,Audiogram abnormal
10047577,Audiogram normal
10047578,Hereditary hypophosphataemic rickets
10047579,Vital capacity
10047580,Vital capacity abnormal
10047581,Vital capacity abnormal
10047582,Vital capacity decreased
10047583,Vital capacity normal
10047584,Vital dye staining cornea absent
10047585,Vital dye staining cornea present
10047586,Vitamin A deficiency
10047587,Vitamin A deficiency eye disorder
10047588,Vitamin A deficiency related conjunctival disorder
10047589,Vitamin A deficiency related corneal disorder
10047590,Vitamin A deficiency related conjunctival disorder
10047591,Vitamin A deficiency related conjunctival disorder
10047592,Vitamin A deficiency related conjunctival disorder
10047593,Vitamin A deficiency related corneal disorder
10047594,Vitamin A deficiency related corneal disorder
10047595,Keratomalacia
10047596,Night blindness
10047597,Vitamin A deficiency related corneal disorder
10047599,Vitamin B complex deficiency
10047600,Vitamin B complex deficiency
10047601,Vitamin B1 deficiency
10047602,Vitamin B12
10047603,Vitamin B12 abnormal
10047604,Vitamin B12 deficiency
10047605,Vitamin B12 absorption test
10047606,Vitamin B12 absorption test abnormal
10047607,Vitamin B12 absorption test normal
10047608,Vitamin B12 decreased
10047609,Vitamin B12 deficiency
10047610,Vitamin B12 increased
10047611,Vitamin B12 normal
10047612,Vitamin B2 deficiency
10047613,Vitamin B6
10047614,Vitamin B6 abnormal
10047615,Vitamin B6 abnormal
10047616,Vitamin B6 decreased
10047617,Vitamin B6 deficiency
10047618,Vitamin B6 increased
10047619,Vitamin B6 normal
10047620,Vitamin C
10047621,Vitamin C abnormal
10047622,Vitamin C decreased
10047623,Vitamin C deficiency
10047624,Vitamin C increased
10047625,Vitamin C normal
10047626,Vitamin D deficiency
10047628,Hypovitaminosis
10047629,Hypovitaminosis
10047630,Hypovitaminosis
10047631,Vitamin E deficiency
10047632,Hypervitaminosis
10047633,Hypervitaminosis
10047634,Vitamin K deficiency
10047636,Hypervitaminosis
10047637,Hypervitaminosis
10047638,Hypervitaminosis
10047639,VIth nerve injury
10047640,VIth nerve paralysis
10047641,VIth nerve paralysis
10047642,Vitiligo
10047643,Vitiligo
10047644,Vitrectomy
10047645,Retinal dystrophy
10047646,Vitreous abscess
10047647,Congenital vitreous anomaly
10047648,Vitreous detachment
10047649,Vitreous degeneration
10047650,Vitreous detachment
10047651,Vitreous disorder
10047652,Vitreous disorder
10047653,Vitreous floaters
10047654,Vitreous floaters
10047655,Vitreous haemorrhage
10047656,Vitreous haemorrhage
10047657,Vitreous disorder
10047658,Vitreous opacities
10047659,Vitreous opacities
10047660,Paracentesis eye
10047661,Vitreous prolapse
10047662,Vitreous disorder
10047663,Vitritis
10047664,Plasmodium vivax infection
10047665,Plasmodium vivax infection
10047666,Abnormal dreams
10047667,Very low density lipoprotein
10047668,Very low density lipoprotein decreased
10047669,Very low density lipoprotein increased
10047670,Vocal cord disorder
10047671,Vocal cord dysfunction
10047672,Laryngeal oedema
10047673,Laryngeal oedema
10047674,Vocal cord paralysis
10047675,Vocal cord polyp
10047676,Vocal cord thickening
10047677,Dysphonia
10047678,Dysphonia
10047679,Vogt-Koyanagi-Harada syndrome
10047680,Vogt-Koyanagi-Harada syndrome
10047681,Dysphonia
10047682,Dysphonia
10047683,Dysphonia
10047684,Dysphonia
10047685,Dysuria
10047686,Substance abuser
10047687,Muscle contracture
10047688,Muscle contracture
10047689,Volume blood decreased
10047690,Volume blood increased
10047691,Hypovolaemia
10047692,Volume blood decreased
10047693,Volume blood increased
10047694,Urine output decreased
10047695,Voluntary redundancy
10047696,Blood donor
10047697,Volvulus
10047698,Volvulus
10047699,Vomiting
10047700,Vomiting
10047701,Vomiting
10047702,Haematemesis
10047703,Procedural vomiting
10047704,Vomiting in pregnancy
10047705,Infantile vomiting
10047706,Vomiting
10047707,Procedural vomiting
10047708,Vomiting projectile
10047709,Vomiting psychogenic
10047710,Vomiting
10047711,Glycogen storage disease type I
10047712,Neurofibromatosis
10047713,High turnover osteopathy
10047714,Waldenstrom's macroglobulinaemia
10047715,Von Willebrand's disease
10047716,Von Hippel-Lindau disease
10047717,Voyeurism
10047718,Ventricular extrasystoles
10047719,Ventilation/perfusion scan
10047720,Ventricular septal defect
10047721,Ventricular septal defect repair
10047722,Ventricular tachycardia
10047723,Vth nerve injury
10047724,Vulval disorder
10047725,Biopsy vulva
10047726,Vulvovaginal discomfort
10047727,Vulval disorder
10047728,Vulval disorder
10047729,Vulvovaginal discomfort
10047730,Vulvovaginal pain
10047731,Vulval ulceration
10047732,Vulval abscess
10047733,Abscess drainage
10047734,Perineal haematoma
10047735,Vulval angiokeratoma
10047736,Atrophic vulvovaginitis
10047737,Biopsy vulva
10047738,Biopsy vulva abnormal
10047739,Biopsy vulva normal
10047740,Vulval abscess
10047741,Vulval cancer
10047742,Vulval cancer metastatic
10047743,Vulval cancer
10047744,Vulval cancer recurrent
10047745,Vulval cancer stage 0
10047746,Vulval cancer stage I
10047747,Vulval cancer stage II
10047748,Vulval cancer stage III
10047749,Vulval cancer stage IV
10047751,Vulvovaginal candidiasis
10047752,Vulval cellulitis
10047753,Vulvovaginal discomfort
10047754,Vulval disorder
10047755,Vulval disorder
10047756,Vulval haematoma
10047757,Vulval haematoma evacuation
10047758,Vulvovaginal pruritus
10047759,Vulval laceration
10047760,Vulval leukoplakia
10047761,Lichen sclerosus
10047763,Vulval oedema
10047764,Vulval operation
10047765,Vulval polyp
10047766,Vulvovaginal pruritus
10047767,Vulvovaginal pain
10047768,Vulval ulceration
10047769,Varicose veins vulval
10047770,Vulvovaginal warts
10047771,Vulvovaginal warts
10047772,Vulval warts removal
10047773,Perineal haematoma
10047774,Perineal haematoma
10047775,Perineal haematoma
10047776,Perineal haematoma
10047777,Vulval cancer
10047778,Vulval cancer stage 0
10047779,Vulvectomy
10047780,Vulvitis
10047781,Vulvovaginal pain
10047782,Atrophic vulvovaginitis
10047783,Vulvovaginal candidiasis
10047784,Vulvovaginal candidiasis
10047786,Vulvovaginal discomfort
10047787,Vulvovaginal disorder
10047788,Vulvovaginal disorder
10047791,Vulvovaginal dryness
10047793,Vulvovaginal warts
10047794,Vulvovaginitis
10047795,Atrophic vulvovaginitis
10047796,Atrophic vulvovaginitis
10047797,Vulvovaginitis
10047798,Vulvovaginitis
10047799,Vulvovaginitis trichomonal
10047800,Poor quality sleep
10047801,Waldenstrom's macroglobulinaemia
10047803,Waldenstrom's macroglobulinaemia
10047804,Waldenstrom's macroglobulinaemia recurrent
10047805,Waldenstrom's macroglobulinaemia refractory
10047806,Waldenstrom's macroglobulinaemia stage I
10047807,Waldenstrom's macroglobulinaemia stage II
10047808,Waldenstrom's macroglobulinaemia stage III
10047809,Waldenstrom's macroglobulinaemia stage IV
10047810,Gait disturbance
10047811,Atypical pneumonia
10047812,Visual acuity tests
10047813,Visual acuity tests abnormal
10047814,Visual acuity tests normal
10047815,Restlessness
10047816,Restlessness
10047817,Wandering pacemaker
10047818,Wandering pacemaker
10047819,Thinking abnormal
10047820,Suspiciousness
10047821,Warm type haemolytic anaemia
10047822,Warm type haemolytic anaemia
10047823,Abnormal sensation in eye
10047824,Feeling hot
10047825,Skin papilloma
10047826,Skin papilloma
10047827,Papilloma excision
10047828,Skin papilloma
10047829,Skin papilloma
10047830,Fatigue
10047831,Arthropod sting
10047832,Cachexia
10047833,Cachexia
10047835,Water pollution
10047836,Dehydration
10047837,Water intoxication
10047838,Water pollution
10047839,Fluid retention
10047840,Fluid retention
10047841,Fluid retention
10047844,Dyspepsia
10047845,Pulse abnormal
10047846,Waterhouse-Friderichsen syndrome
10047847,Waterhouse-Friderichsen syndrome
10047848,Lacrimation increased
10047849,Diarrhoea
10047850,Electrocardiogram T wave amplitude decreased
10047851,Electroencephalogram abnormal
10047852,Excessive cerumen production
10047853,Waxy flexibility
10047854,White blood cell count
10047855,White blood cell disorder
10047856,White blood cell disorder
10047857,Differential white blood cell count abnormal
10047858,White blood cell count
10047859,White blood cell count decreased
10047860,White blood cell count increased
10047861,Uterine hypotonus
10047862,Asthenia
10047863,Hypotonic urinary bladder
10047864,Asthenia
10047865,Asthenia
10047866,Hemiparesis
10047867,Muscular weakness
10047868,Muscular weakness
10047869,Asthenia
10047870,Muscular weakness
10047871,Fatigue
10047872,Syndactyly
10047873,Laryngeal web
10047874,Syndactyly
10047875,Syndactyly
10047876,Pterygium colli
10047877,Weber tuning fork test
10047878,Weber tuning fork test abnormal
10047879,Weber tuning fork test normal
10047880,Weber tuning fork test abnormal
10047881,Weber tuning fork test abnormal
10047882,Weber tuning fork test normal
10047883,Weber-Christian disease
10047884,Wedge resection toenail
10047885,Encephalitis western equine
10047886,Crying
10047887,Crying
10047888,Granulomatosis with polyangiitis
10047889,Granulomatosis with polyangiitis
10047890,Weight
10047891,Large for dates baby
10047892,Low birth weight baby
10047893,Weight decreased
10047894,Weight decrease neonatal
10047895,Weight decreased
10047896,Weight increased
10047897,Weight gain poor
10047898,Weight increased
10047899,Weight increased
10047900,Weight decreased
10047901,Weight loss diet
10047902,Weight decrease neonatal
10047903,Weil's disease
10047904,Feeling abnormal
10047905,Well educated
10047906,Urticaria
10047907,Dermal cyst
10047908,Atrioventricular block second degree
10047909,Atrioventricular block second degree
10047910,Spinal muscular atrophy
10047911,Wernicke's encephalopathy
10047912,Wernicke's encephalopathy
10047913,Wernicke-Korsakoff syndrome
10047914,HIV test
10047915,Encephalitis western equine
10047916,Encephalitis western equine
10047917,Potassium hydroxide preparation positive
10047918,Urticaria
10047919,Wheat-free diet
10047920,Wheelchair user
10047921,Wheezing
10047922,Wheezing
10047923,Wheezing
