decision,route,selected_code,str
choose_one,NA,drop,peranex
choose_one,NA,drop,pramcort
choose_one,NA,drop,pramosone
choose_one,NA,drop,"pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-"
choose_one,NA,drop,"pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-, mixt. with n,n''-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide dihydrochloride and nystatin"
choose_one,NA,drop,"pregn-4-ene-3,20-dione, 21-(acetyloxy)-11,17-dihydroxy-, (11beta)-, mixt. with 4-(3-(4-butoxyphenoxy)propyl)morpholine hydrochloride"
choose_one,NA,drop,preparation h hydrocortisone
choose_one,NA,drop,procort
choose_one,NA,drop,procort 1.85/1.15
choose_one,NA,drop,procto-kit
choose_one,NA,drop,procto-med
choose_one,NA,drop,procto-med hc
choose_one,NA,drop,procto-pak
choose_one,NA,drop,proctocare-hc
choose_one,NA,drop,proctocort
choose_one,NA,drop,proctocream
choose_one,NA,drop,proctocream-hc
choose_one,NA,drop,proctocream hc
choose_one,NA,drop,proctofoam-hc
choose_one,NA,drop,proctofoam hc
choose_one,NA,drop,proctosert hc
choose_one,NA,drop,proctosol
choose_one,NA,drop,proctozone-h
choose_one,NA,drop,proctozone hc
choose_one,NA,drop,product containing ciprofloxacin and hydrocortisone in otic dosage form
choose_one,NA,drop,product containing hydrocortisone
choose_one,NA,drop,product containing hydrocortisone (medicinal product)
choose_one,NA,drop,product containing hydrocortisone in oral dosage form
choose_one,NA,drop,product containing hydrocortisone in rectal dosage form
choose_one,NA,drop,propet
choose_one,NA,drop,psoriasin itch
choose_one,NA,drop,recort plus
choose_one,NA,drop,rectacort-hc
choose_one,NA,drop,rectacreame
choose_one,NA,drop,rectacreme
choose_one,NA,drop,rectagel
choose_one,NA,drop,rederm
choose_one,NA,drop,resicort
choose_one,NA,drop,rhulicort
choose_one,NA,drop,sarnol-hc
choose_one,NA,drop,scalacort
choose_one,NA,drop,scalp-aid
choose_one,NA,drop,scalp-cort
choose_one,NA,drop,scalpicin itch relief
choose_one,NA,drop,selsun blue scalp itch
choose_one,NA,drop,senatec hc
choose_one,NA,drop,sentry hc dermasphere
choose_one,NA,drop,solu-cortef
choose_one,NA,drop,steroform
choose_one,NA,drop,terra-cortril
choose_one,NA,drop,terracortril
choose_one,NA,drop,texacort
choose_one,NA,drop,theracort
choose_one,NA,drop,theracort anti-itch
choose_one,NA,drop,topical hydrocortisone
choose_one,NA,drop,tri-otic
choose_one,NA,drop,trioxin
choose_one,NA,drop,tucks hc
choose_one,NA,drop,u-cort
choose_one,NA,drop,vagisil satin
choose_one,NA,drop,vanoxide-hc
choose_one,NA,drop,vasotate hc
choose_one,NA,drop,vetropolycin hc
choose_one,NA,drop,vio-tex-hc
choose_one,NA,drop,vosol hc
choose_one,NA,drop,vytone
choose_one,NA,drop,westcort
choose_one,NA,drop,xebcort
choose_one,NA,drop,xerese
choose_one,NA,drop,yeast-x external
choose_one,NA,drop,z-pram
choose_one,NA,drop,zotane hc
choose_one,NA,drop,zoto-hc
choose_one,NA,drop,zypram
choose_one,NA,drop,hydrocort
choose_one,NA,drop,corlan
choose_one,NA,drop,hydrocort acet
choose_one,NA,drop,colifoam
choose_one,NA,drop,hydrocort/crotamiton
choose_one,NA,drop,hydrocort/urea
choose_one,NA,drop,hydrocort/urea/lactic acid
choose_one,NA,drop,clioquinol/hydrocort
choose_one,NA,drop,gppe crm
choose_one,NA,drop,nystatinchlorhexhcl/hydrocort
choose_one,NA,drop,econazole nit/hydrocort
choose_one,NA,drop,hydrocort/miconazole nit
choose_one,NA,drop,hydrocort/clotrimazole
choose_one,NA,drop,hydrocort & neomycin
choose_one,NA,drop,hydrocort/oxytetracycline hcl
choose_one,NA,drop,nystatin/chlorhexacet/hydrocort
choose_one,NA,drop,gppe oint
choose_one,NA,drop,ichthammol
choose_one,NA,drop,hydrocort/salic acid/sulf
choose_one,NA,drop,hydrocort/sulfur
choose_one,NA,drop,hydrocort/salic acid/aq
choose_one,NA,drop,hydrocort/salic acid/sulf/aq
choose_one,NA,drop,ichtham
choose_one,NA,drop,hydrocort/sulf/aq
choose_one,NA,drop,zenoxone
choose_one,NA,drop,econacort
choose_one,NA,drop,mildison lipocream
choose_one,NA,drop,eurax-hydrocort
choose_one,NA,drop,eurax-hc
choose_one,NA,drop,alphaderm
choose_one,NA,drop,calmurid hc
choose_one,NA,drop,vioform-hydrocort
choose_one,NA,drop,timodine
choose_one,NA,drop,terra-cortril nystatin
choose_one,NA,drop,quinocort
choose_one,NA,drop,daktacort
choose_one,NA,drop,canesten hc
choose_one,NA,drop,canesten hydrocortisone
choose_one,NA,drop,gregoderm
choose_one,NA,drop,daktacort hydrocort
choose_one,NA,drop,lloyds
choose_one,NA,drop,exe-cort
choose_one,NA,drop,derma care hydrocort
choose_one,NA,drop,hydromol
choose_one,NA,drop,galpharm
choose_one,NA,drop,pinewood
choose_one,NA,drop,boots
choose_one,NA,drop,hydrocort acet/fusidic acid
choose_one,NA,drop,hydrocort acet/sod fusidate
choose_one,NA,drop,lanacort
choose_one,NA,drop,fucidin h
choose_one,NA,drop,hc
choose_one,NA,drop,plenadren
choose_one,NA,drop,hydrocort sod phos
choose_one,NA,drop,hydrocort sod succ
choose_one,NA,S01,ibopamine (substance)
choose_one,NA,S01,n-methyldopamine diisobutyrate
choose_one,NA,S01,"propanoic acid, 2-methyl-, 4-(2-(methylamino)ethyl)-1,2-phenylene ester"
choose_one,NA,M01,(±)-2-(p-isobutylphenyl)propionic acid
choose_one,NA,M01,(±)-α-methyl-4-(2-methylpropyl)benzeneacetic acid
choose_one,NA,M01,(±)-ibuprofen
choose_one,NA,M01,(±)-p-isobutylhydratropic acid
choose_one,NA,M01,(4-isobutylphenyl)-α-methylacetic acid
choose_one,NA,M01,(rs)-ibuprofen
choose_one,NA,M01,2-(4-isobutylphenyl)propanoic acid
choose_one,NA,M01,4-isobutylhydratropic acid
choose_one,NA,M01,α-(4-isobutylphenyl)propionic acid
choose_one,NA,M01,α-(p-isobutylphenyl)propionic acid
choose_one,NA,M01,addaprin
choose_one,NA,M01,advil
choose_one,NA,M01,advil children's cold
choose_one,NA,M01,advil cold & sinus
choose_one,NA,M01,advil cold and sinus
choose_one,NA,M01,advil congestion relief
choose_one,NA,M01,advil extra strength
choose_one,NA,M01,advil pm
choose_one,NA,M01,advil pm liqui-gels
choose_one,NA,M01,advil pm liqui gels
choose_one,NA,M01,advil sinus congestion and pain
choose_one,NA,M01,alpha-methyl-4-(2-methylpropyl)benzeneacetic acid
choose_one,NA,M01,anadin ibuprofen
choose_one,NA,M01,apsifen
choose_one,NA,M01,apsifen f
choose_one,NA,M01,arthrofen 200
choose_one,NA,M01,arthrofen 400
choose_one,NA,M01,arthrofen 600
choose_one,NA,M01,"benzeneacetic acid, alpha-methyl-4-(2-methylpropyl)-"
choose_one,NA,M01,brufen
choose_one,NA,M01,brufen retard
choose_one,NA,M01,caldolor
choose_one,NA,M01,cap-profen
choose_one,NA,M01,combunox
choose_one,NA,M01,counteract ib
choose_one,NA,M01,cuprofen
choose_one,NA,M01,cuprofen maximum strength
choose_one,NA,M01,dayquil pressure and pain caplet
choose_one,NA,M01,dimetapp childrens cold & fever
choose_one,NA,M01,dimetapp sinus
choose_one,NA,M01,dolgesic
choose_one,NA,M01,dragon tabs
choose_one,NA,M01,dristan sinus
choose_one,NA,M01,duexis
choose_one,NA,M01,ebufac
choose_one,NA,M01,elixsure ib
choose_one,NA,M01,fenbid
choose_one,NA,M01,genpril
choose_one,NA,M01,haltran
choose_one,NA,M01,ibifon 600
choose_one,NA,M01,ibren
choose_one,NA,M01,ibrufhalal
choose_one,NA,M01,ibu
choose_one,NA,M01,ibu-tab
choose_one,NA,M01,ibudone
choose_one,NA,M01,ibular
choose_one,NA,M01,ibuleve
choose_one,NA,M01,ibumed
choose_one,NA,M01,ibumetin
choose_one,NA,M01,ibumousse
choose_one,NA,M01,ibuprofen (substance)
choose_one,NA,M01,ibuprofen [chemical/ingredient]
choose_one,NA,M01,ibuprofen in oral dosage form
choose_one,NA,M01,ibuprofen in topical dosage form
choose_one,NA,M01,ibuprofen pmr
choose_one,NA,M01,ibuprohm
choose_one,NA,M01,ibuprophen
choose_one,NA,M01,ibutab
choose_one,NA,M01,inoven
choose_one,NA,M01,isisfen
choose_one,NA,M01,junifen
choose_one,NA,M01,lidifen
choose_one,NA,M01,menadol
choose_one,NA,M01,midol cramps & bodyaches
choose_one,NA,M01,migrafen
choose_one,NA,M01,motrin
choose_one,NA,M01,motrin childrens cold
choose_one,NA,M01,motrin cold childrens
choose_one,NA,M01,motrin ib
choose_one,NA,M01,motrin ib sinus
choose_one,NA,M01,motrin pm
choose_one,NA,M01,neoprofen
choose_one,NA,M01,nuprin
choose_one,NA,M01,nurofen advance
choose_one,NA,M01,nurofen for children
choose_one,NA,M01,p-isobutylhydratropic acid
choose_one,NA,M01,pacifene
choose_one,NA,M01,paxofen
choose_one,NA,M01,pediacare children's pain & fever w/ ibuprofen
choose_one,NA,M01,pediacare fever
choose_one,NA,M01,phor pain
choose_one,NA,M01,product containing ibuprofen
choose_one,NA,M01,product containing ibuprofen (medicinal product)
choose_one,NA,M01,product containing ibuprofen in oral dosage form
choose_one,NA,M01,product containing ibuprofen in topical dosage form
choose_one,NA,M01,proflex
choose_one,NA,M01,proflex pain relief
choose_one,NA,M01,proprinal
choose_one,NA,M01,q-profen
choose_one,NA,M01,relcofen
choose_one,NA,M01,reprexain
choose_one,NA,M01,rimafen
choose_one,NA,M01,rufen
choose_one,NA,M01,saleto-200
choose_one,NA,M01,saleto-400
choose_one,NA,M01,saleto-600
choose_one,NA,M01,saleto-800
choose_one,NA,M01,samson 8
choose_one,NA,M01,sine-aid ib
choose_one,NA,M01,sup pain med
choose_one,NA,M01,tab-profen
choose_one,NA,M01,ultraprin
choose_one,NA,M01,uni-pro
choose_one,NA,M01,vicoprofen
choose_one,NA,M01,wal-profen
choose_one,NA,M01,wal-profen cold and sinus
choose_one,NA,M01,wal-profen congestion relief and pain
choose_one,NA,M01,xylon
choose_one,NA,M01,pedea
choose_one,NA,M01,ibuprofen lysine
choose_one,NA,M01,nurofen max strgth mig pain
choose_one,NA,M01,nurofen migraine pain
choose_one,NA,M01,nurofen tension headache
choose_one,NA,M01,nurofen express
choose_one,NA,M01,feminax express
choose_one,NA,M01,boots
choose_one,NA,M01,ibuprofen sod dihydrate
choose_one,NA,M01,nurofen joint&back pain relief
choose_one,NA,M01,nurofenmaxstrghjoint&backp/rel
choose_one,NA,M01,nurofenjoint&back pain relief
choose_one,NA,M01,gppe tab
choose_one,NA,M01,ibuprofen/codeine phos
choose_one,NA,M01,ibuprofen/pseudoephed hcl
choose_one,NA,M01,arthrofen
choose_one,NA,M01,nurofen
choose_one,NA,M01,nurofen for child
choose_one,NA,M01,nurofen plus
choose_one,NA,M01,nurofen recovery
choose_one,NA,M01,nurofen back pain sr
choose_one,NA,M01,nurofen cold & flu
choose_one,NA,M01,nurofen sinus
choose_one,NA,M01,nurofen child
choose_one,NA,M01,nurofensinus presshead/rel
choose_one,NA,M01,codafen continus
choose_one,NA,M01,brufen ret
choose_one,NA,M01,cuprofen for child
choose_one,NA,M01,cuprofen plus
choose_one,NA,M01,librofem
choose_one,NA,M01,solpaflex
choose_one,NA,M01,galprofen
choose_one,NA,M01,numark
choose_one,NA,M01,ibufem
choose_one,NA,M01,anadin
choose_one,NA,M01,anadin ultra
choose_one,NA,M01,anadin liquifast
choose_one,NA,M01,anadin joint pain
choose_one,NA,M01,anadin period pain relief
choose_one,NA,M01,lloyds
choose_one,NA,M01,hedex ibuprofen
choose_one,NA,M01,orbifen
choose_one,NA,M01,sudafed sinus pressure & pain
choose_one,NA,M01,manorfen
choose_one,NA,M01,care
choose_one,NA,M01,feverfen
choose_one,NA,M01,fenpaed
choose_one,NA,M01,mandafen
choose_one,NA,M01,calprofen
choose_one,NA,M01,pure health
choose_one,NA,M01,galpharm
choose_one,NA,M01,paramed
choose_one,NA,M01,solpadeine mig ibuprofen/codeine
choose_one,NA,M01,ibucalm
choose_one,NA,M01,ibuprofen/menthol
choose_one,NA,M01,ibugel
choose_one,NA,M01,ibugel fte
choose_one,NA,M01,deep relief
choose_one,NA,M01,ibuspray
choose_one,NA,M01,fenbid fte
choose_one,NA,M01,radian-b ibuprofen
choose_one,NA,M01,ralgex
choose_one,NA,M01,nurofen joint&back p/relmaxstrgh
choose_one,NA,M01,phorpain max strgh
choose_one,NA,M01,mentholatum
choose_one,NA,M01,phorpain
choose_one,NA,M01,ibuderm
choose_one,NA,M01,ibucalm ibuprofen
choose_one,NA,M01,{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1h-indol-3-yl}acetic acid
choose_one,NA,M01,1-(p-chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid
choose_one,NA,M01,"1h-indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-"
choose_one,NA,M01,artracin
choose_one,NA,M01,artracin sr
choose_one,NA,M01,flexin-25 continus
choose_one,NA,M01,flexin-50 continus
choose_one,NA,M01,flexin-75 continus
choose_one,NA,M01,imbrilon
choose_one,NA,M01,indocid
choose_one,NA,M01,indocid r
choose_one,NA,M01,indocin
choose_one,NA,M01,indoflex
choose_one,NA,M01,indolar
choose_one,NA,M01,indolar sr
choose_one,NA,M01,indomax
choose_one,NA,M01,indometacin (substance)
choose_one,NA,M01,indometacin in oral dosage form
choose_one,NA,M01,indometacina
choose_one,NA,M01,indometacine
choose_one,NA,M01,indometacinum
choose_one,NA,M01,indomethacin
choose_one,NA,M01,indomethacin [chemical/ingredient]
choose_one,NA,M01,indomethacin in oral dosage form
choose_one,NA,M01,indomod
choose_one,NA,M01,indotard mr
choose_one,NA,M01,maximet sr
choose_one,NA,M01,mobilan
choose_one,NA,M01,pardelprin mr
choose_one,NA,M01,product containing indometacin
choose_one,NA,M01,product containing indometacin (medicinal product)
choose_one,NA,M01,product containing indometacin in oral dosage form
choose_one,NA,M01,product containing indomethacin
choose_one,NA,M01,product containing indomethacin in oral dosage form
choose_one,NA,M01,rheumacin la
choose_one,NA,M01,rimacid
choose_one,NA,M01,slo-indo
choose_one,NA,M01,tivorbex
choose_one,NA,M01,indocid-r
choose_one,NA,M01,flexin-
choose_one,NA,M01,indomax-
choose_one,NA,M01,berlind
choose_one,NA,C01,"1,4:3,6-dianhydrosorbitol 2,5-dinitrate"
choose_one,NA,C01,bidil
choose_one,NA,C01,cedocard
choose_one,NA,C01,cedocard iv
choose_one,NA,C01,cedocard retard
choose_one,NA,C01,"d-glucitol, 1,4:3,6-dianhydro-, dinitrate"
choose_one,NA,C01,d-isosorbide dinitrate
choose_one,NA,C01,"dianhydrosorbitol 2,5-dinitrate"
choose_one,NA,C01,dilatrate
choose_one,NA,C01,dinitrate d'isosorbide
choose_one,NA,C01,"dinitrate, isosorbide"
choose_one,NA,C01,dinitrato de isosorbida
choose_one,NA,C01,dinitroisosorbide
choose_one,NA,C01,dinitrosorbide
choose_one,NA,C01,imtack
choose_one,NA,C01,isd
choose_one,NA,C01,isdn
choose_one,NA,C01,isocard
choose_one,NA,C01,isochron
choose_one,NA,C01,isoditrate
choose_one,NA,C01,isoket
choose_one,NA,C01,isoket retard
choose_one,NA,C01,isorbid
choose_one,NA,C01,isordil
choose_one,NA,C01,isordil tembids
choose_one,NA,C01,"isosorbide 2,5-dinitrate"
choose_one,NA,C01,isosorbide dinitrate (substance)
choose_one,NA,C01,isosorbide dinitrate [chemical/ingredient]
choose_one,NA,C01,isosorbide dinitrate in oral dosage form
choose_one,NA,C01,isosorbidi dinitras
choose_one,NA,C01,jeridin
choose_one,NA,C01,product containing isosorbide dinitrate
choose_one,NA,C01,product containing isosorbide dinitrate (medicinal product)
choose_one,NA,C01,product containing isosorbide dinitrate in oral dosage form
choose_one,NA,C01,soni-slo
choose_one,NA,C01,sorbichew
choose_one,NA,C01,sorbid sa
choose_one,NA,C01,sorbide nitrate
choose_one,NA,C01,sorbidnitrate
choose_one,NA,C01,sorbitrate
choose_one,NA,C01,vascardin
choose_one,NA,C01,wesorbide
choose_one,NA,C01,isosorbide dinit
choose_one,NA,C01,cedocard-
choose_one,NA,C01,cedocard ret
choose_one,NA,C01,isoket ret
choose_one,NA,C01,sorbid-
choose_one,NA,C01,angitak
choose_one,NA,M01,2-(3-benzoylphenyl)propionic acid
choose_one,NA,M01,3-benzoyl-α-methylbenzeneacetic acid
choose_one,NA,M01,3-benzoyl-alpha-methylbenzeneacetic acid
choose_one,NA,M01,3-benzoylhydratropic acid
choose_one,NA,M01,actron
choose_one,NA,M01,alrheumat
choose_one,NA,M01,"benzeneacetic acid, 3-benzoyl-alpha-methyl-"
choose_one,NA,M01,benzoylhydratropic acid
choose_one,NA,M01,fenoket
choose_one,NA,M01,jomethid xl
choose_one,NA,M01,ketocid
choose_one,NA,M01,ketofen
choose_one,NA,M01,ketonal
choose_one,NA,M01,ketoprofen-lidocaine topical
choose_one,NA,M01,ketoprofen (substance)
choose_one,NA,M01,ketoprofen [chemical/ingredient]
choose_one,NA,M01,ketoprofen in oral dosage form
choose_one,NA,M01,ketoprofen topical
choose_one,NA,M01,ketoprofen topical gel
choose_one,NA,M01,ketotard
choose_one,NA,M01,ketovail
choose_one,NA,M01,ketozip cr
choose_one,NA,M01,l'acide (benzoyl-3-phenyl)-2-propionique
choose_one,NA,M01,larafen cr
choose_one,NA,M01,m-benzoylhydratropic acid
choose_one,NA,M01,orudis
choose_one,NA,M01,orudis (tn)
choose_one,NA,M01,orudis kt
choose_one,NA,M01,oruvail
choose_one,NA,M01,powergel
choose_one,NA,M01,product containing ketoprofen
choose_one,NA,M01,product containing ketoprofen (medicinal product)
choose_one,NA,M01,product containing ketoprofen in oral dosage form
choose_one,NA,M01,ketoprofen/omeprazole
choose_one,NA,M01,oruvail im
choose_one,NA,M01,ketozip
choose_one,NA,M01,valket
choose_one,NA,M01,tiloket cr
choose_one,NA,M01,tiloket
choose_one,NA,M01,ketpron xl
choose_one,NA,M01,axorid
choose_one,NA,M01,"(+-)-5-benzoyl-2,3-dihydro-1h-pyrrolizine-1-carboxylic acid"
choose_one,NA,M01,(+-)-ketorolac
choose_one,NA,M01,"1h-pyrrolizine-1-carboxylic acid, 5-benzoyl-2,3-dihydro"
choose_one,NA,M01,acular
choose_one,NA,M01,acuvail
choose_one,NA,M01,kétorolac
choose_one,NA,M01,ketorolac (substance)
choose_one,NA,M01,ketorolac [chemical/ingredient]
choose_one,NA,M01,ketorolac in oral dosage form
choose_one,NA,M01,ketorolac ophthalmic
choose_one,NA,M01,ketorolaco
choose_one,NA,M01,ketorolacum
choose_one,NA,M01,omidria
choose_one,NA,M01,ophthalmic ketorolac
choose_one,NA,M01,product containing ketorolac
choose_one,NA,M01,product containing ketorolac (medicinal product)
choose_one,NA,M01,product containing ketorolac in oral dosage form
choose_one,NA,M01,rac-ketorolac
choose_one,NA,M01,sprix
choose_one,NA,M01,toradol
choose_one,NA,M01,ketorolac trometamol
choose_one,NA,N02,"carbamide, methylergol"
choose_one,NA,N02,lisurid
choose_one,NA,N02,lisurida
choose_one,NA,N02,lisuride (substance)
choose_one,NA,N02,lisuride [chemical/ingredient]
choose_one,NA,N02,lisuridum
choose_one,NA,N02,lysurid
choose_one,NA,N02,lysuride
choose_one,NA,N02,methylergol carbamide
choose_one,NA,N02,"n'-((8alpha)-9,10-didehydro-6-methylergolin-8-yl)-n,n-diethylurea"
choose_one,NA,N02,product containing lisuride
choose_one,NA,N02,product containing lisuride (medicinal product)
choose_one,NA,N02,revanil
choose_one,NA,N02,"urea, n'-((8alpha)-9,10-didehydro-6-methylergolin-8-yl)-n,n-diethyl-"
choose_one,NA,N02,lisuride mal
choose_one,NA,A02,acid gone
choose_one,NA,A02,acid gone (obsolete)
choose_one,NA,A02,alenic alka
choose_one,NA,A02,aluminum hydroxide/magnesium carbonate oral suspension
choose_one,NA,A02,calcium phosphate/magnesium carbonate/potassium chloride oral tablet
choose_one,NA,A02,"carbonic acid, magnesium salt (1:1), hydrate"
choose_one,NA,A02,citric acid/gluconolactone/magnesium carbonate irrigation solution
choose_one,NA,A02,gaviscon
choose_one,NA,A02,genaton
choose_one,NA,A02,genaton (obsolete)
choose_one,NA,A02,magnebind-200
choose_one,NA,A02,magnebind-200 (obsolete)
choose_one,NA,A02,magnebind-300
choose_one,NA,A02,magnebind-300 (obsolete)
choose_one,NA,A02,magnebind 200
choose_one,NA,A02,magnebind 300
choose_one,NA,A02,magnesium carbonate (1:1) hydrate
choose_one,NA,A02,magnesium carbonate (substance)
choose_one,NA,A02,magnesium carbonate [chemical/ingredient]
choose_one,NA,A02,magnesium carbonate oral liquid
choose_one,NA,A02,magonate reformulated dec 2013
choose_one,NA,A02,medi-lyte
choose_one,NA,A02,product containing magnesium carbonate
choose_one,NA,A02,product containing magnesium carbonate (medicinal product)
choose_one,NA,A02,renacidin
choose_one,NA,A02,riginic
choose_one,NA,A02,mag carb arom
choose_one,NA,A02,mag carb
choose_one,NA,A02,andrews
choose_one,NA,A02,magnesite
choose_one,NA,A02,alamag
choose_one,NA,A02,alamag plus
choose_one,NA,A02,alamag plus reformulated mar 2010
choose_one,NA,A02,aldroxicon
choose_one,NA,A02,almacone
choose_one,NA,A02,aluminum hydroxide / bismuth subnitrate / milk of magnesia oral tablet
choose_one,NA,A02,aluminum hydroxide / milk of magnesia / magnesium trisilicate chewable tab
choose_one,NA,A02,aluminum hydroxide/aspirin/magnesium hydroxide oral tablet
choose_one,NA,A02,aluminum hydroxide/magnesium hydroxide oral suspension
choose_one,NA,A02,aluminum hydroxide/magnesium hydroxide/magnesium trisilicate oral suspension
choose_one,NA,A02,aluminum hydroxide/magnesium hydroxide/simethicone oral capsule
choose_one,NA,A02,aluminum hydroxide/magnesium hydroxide/simethicone oral suspension
choose_one,NA,A02,balanta
choose_one,NA,A02,balox plus
choose_one,NA,A02,cascara sagrada/magnesium hydroxide oral suspension
choose_one,NA,A02,comfort gel
choose_one,NA,A02,di-gel
choose_one,NA,A02,dixlanta
choose_one,NA,A02,ex-lax milk of magnesia
choose_one,NA,A02,gelusil
choose_one,NA,A02,gen-alox
choose_one,NA,A02,gen-lanta
choose_one,NA,A02,"hydrate, magnesium"
choose_one,NA,A02,"hydroxide, magnesium"
choose_one,NA,A02,inon ace solution
choose_one,NA,A02,inon ace tablet
choose_one,NA,A02,kudrox
choose_one,NA,A02,low sodium plus
choose_one,NA,A02,m.a.h.
choose_one,NA,A02,maalox
choose_one,NA,A02,maalox (obsolete)
choose_one,NA,A02,maalox max
choose_one,NA,A02,maalox plus
choose_one,NA,A02,magaant
choose_one,NA,A02,magagel
choose_one,NA,A02,magagel plus
choose_one,NA,A02,magalox plus
choose_one,NA,A02,magmex
choose_one,NA,A02,magnalox
choose_one,NA,A02,magnesium dihydroxide
choose_one,NA,A02,magnesium hydrate
choose_one,NA,A02,magnesium hydroxide (mg(oh)2)
choose_one,NA,A02,magnesium hydroxide (substance)
choose_one,NA,A02,magnesium hydroxide [chemical/ingredient]
choose_one,NA,A02,magnesium hydroxide oral solution
choose_one,NA,A02,magnesium hydroxide oral tablet
choose_one,NA,A02,maldroksal
choose_one,NA,A02,maldroxal
choose_one,NA,A02,maldroxal maximum strength
choose_one,NA,A02,maldroxal plus
choose_one,NA,A02,masanti
choose_one,NA,A02,mi-acid
choose_one,NA,A02,milantex
choose_one,NA,A02,mintox
choose_one,NA,A02,mintox plus
choose_one,NA,A02,mygel
choose_one,NA,A02,mygel ii
choose_one,NA,A02,mylagel
choose_one,NA,A02,mylagel ii
choose_one,NA,A02,mylagen
choose_one,NA,A02,mylagen-ii
choose_one,NA,A02,mylanta
choose_one,NA,A02,mylanta ultimate
choose_one,NA,A02,pedia-lax chewable
choose_one,NA,A02,phillips m-o
choose_one,NA,A02,phillips milk of magnesia
choose_one,NA,A02,product containing magnesium hydroxide
choose_one,NA,A02,product containing magnesium hydroxide (medicinal product)
choose_one,NA,A02,ri-gel ii
choose_one,NA,A02,ri-mox
choose_one,NA,A02,ri-mox plus
choose_one,NA,A02,simaal gel
choose_one,NA,A02,tempo
choose_one,NA,A02,tempo brand of antacid reformulated feb 2009
choose_one,NA,A02,uni-lan
choose_one,NA,A02,urban
choose_one,NA,A02,urban ds
choose_one,NA,A02,urban tradename
choose_one,NA,A02,valumag plus
choose_one,NA,A02,zegerid with magnesium hydroxide
choose_one,NA,A02,mag hydrox
choose_one,NA,A02,crm of magnesia
choose_one,NA,A02,beelith
choose_one,NA,A02,clenpiq
choose_one,NA,A02,folpace rx
choose_one,NA,A02,mag-200
choose_one,NA,A02,mag-ox 400
choose_one,NA,A02,mag-oxide
choose_one,NA,A02,maggel
choose_one,NA,A02,magmilax
choose_one,NA,A02,magnesia
choose_one,NA,A02,magnesium (as oxide)
choose_one,NA,A02,magnesium oxide (mgo)
choose_one,NA,A02,magnesium oxide (product)
choose_one,NA,A02,magnesium oxide (substance)
choose_one,NA,A02,magnesium oxide [chemical/ingredient]
choose_one,NA,A02,"oxide, magnesium"
choose_one,NA,A02,phillips' cramp-free
choose_one,NA,A02,prepopik
choose_one,NA,A02,rightstep
choose_one,NA,A02,somnicin
choose_one,NA,A02,uro-mag
choose_one,NA,A02,urologic g
choose_one,NA,A02,uromag
choose_one,NA,A02,vitafol-one
choose_one,NA,A02,mag ox
choose_one,NA,A02,mag-ox
choose_one,NA,A02,magstar
choose_one,NA,A02,oromag
choose_one,NA,A02,magdose
choose_one,NA,A02,oximag
choose_one,NA,M01,acide meclofenamique
choose_one,NA,M01,acido meclofenamico
choose_one,NA,M01,acidum meclofenamicum
choose_one,NA,M01,"benzoic acid, 2-((2,6-dichloro-3-methylphenyl)amino)-"
choose_one,NA,M01,meclofenamic acid (substance)
choose_one,NA,M01,meclofenamic acid [chemical/ingredient]
choose_one,NA,M01,"n-(2,6-dichloro-3-methylphenyl)anthranilic acid"
choose_one,NA,M01,"n-(2,6-dichloro-m-tolyl)anthranilic acid"
choose_one,NA,M01,"n-(3-methyl-2,6-dichlorophenyl)anthranilic acid"
choose_one,NA,G03,mepartricin [chemical/ingredient]
choose_one,NA,G03,methyl partricin
choose_one,NA,G03,methylpartricin
choose_one,NA,G03,"partricin, methyl ester"
choose_one,NA,N05,(+-)-5-allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid
choose_one,NA,N05,"2,4,6(1h,3h,5h)-pyrimidinetrione, 1-methyl-5-(1-methyl-2-pentynyl)-5-(2-propenyl)-, (+/-)-"
choose_one,NA,N05,"5-allyl-1-methyl-5-(1-methyl-2-pentynyl)-2,4,6(1h,3h,5h)-pyrimidinetrione"
choose_one,NA,N05,"5-allyl-1-methyl-5-(1-methyl-pent-2-ynyl)-pyrimidine-2,4,6-trione"
choose_one,NA,N05,5-allyl-5-(3-hexyn-2-yl)-1-methylbarbituric acid
choose_one,NA,N05,alpha-dl-1-methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid
choose_one,NA,N05,brevital
choose_one,NA,N05,methohexital (substance)
choose_one,NA,N05,methohexital [chemical/ingredient]
choose_one,NA,N05,methohexitalum
choose_one,NA,N05,methohexitone
choose_one,NA,N05,metohexital
choose_one,NA,N05,product containing methohexital
choose_one,NA,N05,product containing methohexital (medicinal product)
choose_one,NA,L01,4-amino-10-methylfolic acid
choose_one,NA,L01,4-amino-n(10)-methylpteroylglutamic acid
choose_one,NA,L01,amethopterin
choose_one,NA,L01,emtexate
choose_one,NA,L01,"l-glutamic acid, n-(4-(((2,4-diamino-6-pteridinyl)methyl)methylamino)benzoyl)-"
choose_one,NA,L01,maxtrex
